fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,baseline_forecast_kwh,forecast_delta_kwh,forecast_delta_pct
M5R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,4.3,4.3,NORMAL,10579.18476579628,10579.18476579628,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,4.3,6.8,NORMAL,10563.919149803765,10579.18476579628,-15.26561599251545,-0.14429860457557125
M5R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,4.3,9.3,NORMAL,10556.82273410743,10579.18476579628,-22.36203168885004,-0.21137764566839834
M5R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10985.43166535573,10688.902329481054,296.5293358746767,2.774179487605751
M5R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10793.805399266656,10688.902329481054,104.90306978560147,0.9814204167276221
M5R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,4.3,4.3,NORMAL,10688.902329481054,10688.902329481054,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,4.3,6.8,NORMAL,10671.68592748548,10688.902329481054,-17.216401995574415,-0.16106800740511837
M5R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,4.3,9.3,NORMAL,10634.99545784314,10688.902329481054,-53.906871637913355,-0.5043256077776372
M5R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,11367.66923965361,11233.427676968853,134.241562684756,1.1950187115192143
M5R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,11303.974235612464,11233.427676968853,70.5465586436112,0.6280056334741719
M5R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,4.3,4.3,NORMAL,11233.427676968853,11233.427676968853,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,4.3,6.8,NORMAL,11262.206033953882,11233.427676968853,28.77835698502895,0.2561850025885803
M5R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,4.3,9.3,NORMAL,11222.395933242962,11233.427676968853,-11.03174372589092,-0.09820460898598712
M5R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,11771.806135998195,11688.229401143488,83.57673485470696,0.7150504322453702
M5R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,11682.069968951295,11688.229401143488,-6.15943219219298,-0.05269773530959607
M5R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,4.3,4.3,NORMAL,11688.229401143488,11688.229401143488,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,4.3,6.8,NORMAL,11689.689366500177,11688.229401143488,1.4599653566892812,0.012490902655850074
M5R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,4.3,9.3,NORMAL,11642.130126888842,11688.229401143488,-46.099274254645934,-0.3944076786355334
M5R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12136.620887012588,12037.498859121111,99.12202789147705,0.8234437157713193
M5R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12035.05807874697,12037.498859121111,-2.440780374141468,-0.020276474396440158
M5R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,4.3,4.3,NORMAL,12037.498859121111,12037.498859121111,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,4.3,6.8,NORMAL,12030.386518078474,12037.498859121111,-7.1123410426371265,-0.05908487407455021
M5R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,4.3,9.3,NORMAL,11991.53477397449,12037.498859121111,-45.96408514662107,-0.3818408266082031
M5R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12462.871747653953,12365.274338937666,97.59740871628674,0.7892862385507865
M5R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12370.81047100612,12365.274338937666,5.536132068453298,0.04477160729883913
M5R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,4.3,4.3,NORMAL,12365.274338937666,12365.274338937666,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,4.3,6.8,NORMAL,12383.204541603262,12365.274338937666,17.93020266559506,0.14500448735806612
M5R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,4.3,9.3,NORMAL,12339.945178453647,12365.274338937666,-25.329160484019667,-0.20484107177678487
M5R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12118.369679699306,12074.013711408916,44.35596829039059,0.3673672181478308
M5R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12086.786594591707,12074.013711408916,12.772883182791702,0.10578821167581096
M5R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,4.3,4.3,NORMAL,12074.013711408916,12074.013711408916,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,4.3,6.8,NORMAL,12085.666357250055,12074.013711408916,11.65264584113902,0.09651012595859702
M5R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,4.3,9.3,NORMAL,12064.085484975125,12074.013711408916,-9.928226433790769,-0.08222805333084424
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,11735.220286485255,11755.51552356415,-20.295237078895298,-0.17264438159443637
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,11750.660156710517,11755.51552356415,-4.855366853633313,-0.04130288326275985
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL,11755.51552356415,11755.51552356415,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL,11774.350611693037,11755.51552356415,18.835088128886127,0.16022341250054786
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL,11728.1778169149,11755.51552356415,-27.337706649250322,-0.2325521717397368
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10896.682478359931,10877.779185808731,18.90329255120014,0.17377896929422487
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10883.892111310317,10877.779185808731,6.112925501585778,0.056196447796630834
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL,10877.779185808731,10877.779185808731,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL,10883.884317831018,10877.779185808731,6.105132022286853,0.05612480192879512
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL,10893.715478714406,10877.779185808731,15.936292905675145,0.14650318445943272
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10065.401670997457,10156.10367157276,-90.70200057530383,-0.8930787190483438
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10064.824672313338,10156.10367157276,-91.27899925942256,-0.8987600187157918
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL,10156.10367157276,10156.10367157276,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL,10159.53691830346,10156.10367157276,3.433246730699466,0.03380476255189504
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL,10177.306948346331,10156.10367157276,21.203276773570906,0.20877373310908115
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,9201.674998264538,9200.503948983085,1.1710492814527242,0.01272809932962594
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,9193.338949819923,9200.503948983085,-7.164999163162065,-0.07787615985919988
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL,9200.503948983085,9200.503948983085,0.0,0.0
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL,9178.921043393882,9200.503948983085,-21.58290558920271,-0.2345839500627379
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL,9191.344417769507,9200.503948983085,-9.159531213577793,-0.09955466857432499
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5259.520423634319,5076.646013894907,182.87440973941193,3.6022682936505737
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5121.104514340745,5076.646013894907,44.45850044583767,0.8757455281332133
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,4.3,4.3,NORMAL,5076.646013894907,5076.646013894907,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,4.3,6.8,NORMAL,5032.220471849738,5076.646013894907,-44.425542045169095,-0.8750963120843028
M5S,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,4.3,9.3,NORMAL,4930.13046381315,5076.646013894907,-146.51555008175728,-2.886069851644975
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5031.538019647785,4859.372653019214,172.16536662857106,3.5429545935646996
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,4893.988232154386,4859.372653019214,34.615579135172084,0.712346667088082
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,4.3,4.3,NORMAL,4859.372653019214,4859.372653019214,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,4.3,6.8,NORMAL,4827.434621776255,4859.372653019214,-31.93803124295937,-0.6572459764557407
M5S,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,4.3,9.3,NORMAL,4732.537426916222,4859.372653019214,-126.83522610299224,-2.6101152383155317
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,4909.650384949508,4751.539616379642,158.1107685698662,3.3275691951472375
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,4809.046071295742,4751.539616379642,57.506454916099756,1.2102699242549062
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,4.3,4.3,NORMAL,4751.539616379642,4751.539616379642,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,4.3,6.8,NORMAL,4724.562025161986,4751.539616379642,-26.97759121765648,-0.5677652591732281
M5S,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,4.3,9.3,NORMAL,4645.418961722005,4751.539616379642,-106.1206546576368,-2.2333951355854147
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,4744.4286327531045,4493.9431038084385,250.48552894466593,5.573847357622071
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,4646.9576267349885,4493.9431038084385,153.01452292654994,3.4049056561681033
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,4.3,4.3,NORMAL,4493.9431038084385,4493.9431038084385,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,4.3,6.8,NORMAL,4480.348030402472,4493.9431038084385,-13.595073405966104,-0.3025199271981174
M5S,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,4.3,9.3,NORMAL,4406.221282825397,4493.9431038084385,-87.72182098304165,-1.9520011481387223
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,4882.046089391204,4717.503629493721,164.54245989748324,3.4879137955245585
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,4752.95882773533,4717.503629493721,35.45519824160874,0.7515669520621814
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,4.3,4.3,NORMAL,4717.503629493721,4717.503629493721,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,4.3,6.8,NORMAL,4717.889243094529,4717.503629493721,0.3856136008080284,0.008174102896226328
M5S,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,4.3,9.3,NORMAL,4676.280538713535,4717.503629493721,-41.223090780185885,-0.8738327305666518
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5016.86855591488,4905.899102904704,110.96945301017604,2.261959544672919
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,4923.915632515564,4905.899102904704,18.016529610859834,0.367242155473449
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,4.3,4.3,NORMAL,4905.899102904704,4905.899102904704,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,4.3,6.8,NORMAL,4864.923229382393,4905.899102904704,-40.975873522310394,-0.8352367764361326
M5S,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,4.3,9.3,NORMAL,4804.25905699764,4905.899102904704,-101.64004590706372,-2.0717924232661917
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5555.3556093836205,5472.856581411593,82.49902797202776,1.5074217046401954
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5503.696139393541,5472.856581411593,30.83955798194802,0.563500203654043
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,4.3,4.3,NORMAL,5472.856581411593,5472.856581411593,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,4.3,6.8,NORMAL,5423.2581608582395,5472.856581411593,-49.59842055335321,-0.9062620190306627
M5S,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,4.3,9.3,NORMAL,5341.664818315059,5472.856581411593,-131.19176309653358,-2.397135045382384
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,5981.561640751509,5906.978433314847,74.58320743666172,1.2626287412193498
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5908.4807374233715,5906.978433314847,1.5023041085241857,0.025432700076426902
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,4.3,4.3,NORMAL,5906.978433314847,5906.978433314847,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,4.3,6.8,NORMAL,5904.059126113369,5906.978433314847,-2.9193072014786594,-0.04942132825496737
M5S,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,4.3,9.3,NORMAL,5838.970025387654,5906.978433314847,-68.00840792719373,-1.1513231120606806
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6021.526629405574,5947.2414299170105,74.2851994885632,1.2490698479950526
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,5948.7653489717595,5947.2414299170105,1.523919054749058,0.02562396487021922
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,4.3,4.3,NORMAL,5947.2414299170105,5947.2414299170105,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,4.3,6.8,NORMAL,5944.795556781465,5947.2414299170105,-2.4458731355452983,-0.04112617865556248
M5S,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,4.3,9.3,NORMAL,5893.243436056745,5947.2414299170105,-53.997993860265524,-0.9079502572173033
M5S,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6086.59702313985,6084.164721459097,2.432301680752971,0.03997757773017131
M5S,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6079.844968589672,6084.164721459097,-4.319752869424519,-0.07099993289446249
M5S,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,4.3,4.3,NORMAL,6084.164721459097,6084.164721459097,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,4.3,6.8,NORMAL,6097.714452531947,6084.164721459097,13.54973107285059,0.2227048690029732
M5S,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,4.3,9.3,NORMAL,6071.127922931239,6084.164721459097,-13.036798527858082,-0.21427425332316796
M5S,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6188.43307142862,6173.078927979188,15.354143449431831,0.24872747665415232
M5S,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6179.555043047281,6173.078927979188,6.47611506809335,0.10490899506793384
M5S,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,4.3,4.3,NORMAL,6173.078927979188,6173.078927979188,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,4.3,6.8,NORMAL,6161.941555859223,6173.078927979188,-11.137372119965221,-0.18041843057417603
M5S,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,4.3,9.3,NORMAL,6110.958051163397,6173.078927979188,-62.120876815791235,-1.0063191729856442
M5S,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6222.975639506597,6217.111507767678,5.864131738919241,0.0943224475159015
M5S,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6229.326131653084,6217.111507767678,12.214623885406581,0.19646782706318833
M5S,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,4.3,4.3,NORMAL,6217.111507767678,6217.111507767678,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,4.3,6.8,NORMAL,6211.589281870312,6217.111507767678,-5.522225897365388,-0.08882301516493475
M5S,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,4.3,9.3,NORMAL,6169.958061729035,6217.111507767678,-47.15344603864287,-0.7584462009363868
M5S,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6246.22409896532,6273.492655926631,-27.268556961311333,-0.43466308891826716
M5S,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6263.8986815910275,6273.492655926631,-9.593974335603889,-0.15292875694275923
M5S,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,4.3,4.3,NORMAL,6273.492655926631,6273.492655926631,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,4.3,6.8,NORMAL,6277.775852478344,6273.492655926631,4.283196551712535,0.06827451288503791
M5S,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,4.3,9.3,NORMAL,6242.837340213653,6273.492655926631,-30.655315712978336,-0.4886483079567799
M5S,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6143.999062278869,6163.5639593123915,-19.564897033522357,-0.3174283119746359
M5S,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6132.260710172643,6163.5639593123915,-31.303249139748914,-0.507875789825358
M5S,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,4.3,4.3,NORMAL,6163.5639593123915,6163.5639593123915,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,4.3,6.8,NORMAL,6172.065084052439,6163.5639593123915,8.50112474004709,0.1379254729271192
M5S,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,4.3,9.3,NORMAL,6179.092258293996,6163.5639593123915,15.528298981604166,0.2519370137814958
M5S,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6171.3404986548685,6181.914744266435,-10.574245611566766,-0.17105130123921725
M5S,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6167.814232792871,6181.914744266435,-14.100511473564438,-0.2280929462290352
M5S,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,4.3,4.3,NORMAL,6181.914744266435,6181.914744266435,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,4.3,6.8,NORMAL,6191.2184933832295,6181.914744266435,9.303749116794279,0.15049947308676917
M5S,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,4.3,9.3,NORMAL,6208.6392701951645,6181.914744266435,26.724525928729236,0.43230175494599854
M5S,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6380.087075444561,6385.607724571439,-5.520649126877288,-0.08645456102218993
M5S,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6379.477321425974,6385.607724571439,-6.1304031454646974,-0.0960034410174504
M5S,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,4.3,4.3,NORMAL,6385.607724571439,6385.607724571439,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,4.3,6.8,NORMAL,6387.413262314944,6385.607724571439,1.805537743505738,0.028275112117490966
M5S,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,4.3,9.3,NORMAL,6388.373149936565,6385.607724571439,2.765425365126248,0.043307160170285054
M5S,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6677.978490495026,6692.045103161567,-14.066612666541005,-0.21019901165781776
M5S,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6686.905949234203,6692.045103161567,-5.139153927363623,-0.07679496847586545
M5S,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,4.3,4.3,NORMAL,6692.045103161567,6692.045103161567,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,4.3,6.8,NORMAL,6688.516162256424,6692.045103161567,-3.5289409051429175,-0.05273337000486917
M5S,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,4.3,9.3,NORMAL,6687.6287455333895,6692.045103161567,-4.416357628177138,-0.06599414020821064
M5S,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6807.370688979268,6794.122185840502,13.248503138765955,0.19499948302927053
M5S,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6796.423408676237,6794.122185840502,2.301222835734734,0.03387078967361917
M5S,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,4.3,4.3,NORMAL,6794.122185840502,6794.122185840502,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,4.3,6.8,NORMAL,6799.14570344963,6794.122185840502,5.023517609127339,0.07393917082617021
M5S,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,4.3,9.3,NORMAL,6812.365079802445,6794.122185840502,18.242893961942173,0.26850994820142965
M5S,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6998.782214289696,6980.4394678811805,18.342746408515268,0.26277351867192633
M5S,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6983.7262080715445,6980.4394678811805,3.286740190364071,0.047085003823716526
M5S,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,4.3,4.3,NORMAL,6980.4394678811805,6980.4394678811805,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,4.3,6.8,NORMAL,6973.976251419689,6980.4394678811805,-6.463216461491356,-0.09259039479147836
M5S,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,4.3,9.3,NORMAL,6974.1550994882855,6980.4394678811805,-6.284368392894976,-0.09002826285953759
M5S,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,7002.399112287019,6963.153420458014,39.24569182900541,0.5636195191922678
M5S,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,6985.703160256409,6963.153420458014,22.54973979839542,0.32384378796169294
M5S,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,4.3,4.3,NORMAL,6963.153420458014,6963.153420458014,0.0,0.0
M5S,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,4.3,6.8,NORMAL,6957.905853865751,6963.153420458014,-5.247566592262956,-0.07536192692301454
M5S,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,4.3,9.3,NORMAL,6947.694990503418,6963.153420458014,-15.458429954595886,-0.22200329392683524
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,6790.197456050815,6786.104457107764,4.092998943051498,0.0603144111459188
