fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,baseline_forecast_kwh,forecast_delta_kwh,forecast_delta_pct
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4188.948761766646,4115.779388253723,73.16937351292381,1.777776858539756
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,4115.779388253723,4115.779388253723,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL,4040.0105674787665,4115.779388253723,-75.76882077495611,-1.8409349391077043
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL,4023.1120155324497,4115.779388253723,-92.66737272127284,-2.2515145730536963
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL,4596.120614982241,4298.7471584452815,297.37345653695957,6.917677304019667
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4369.708356418263,4298.7471584452815,70.96119797298161,1.6507413755091842
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,4298.7471584452815,4298.7471584452815,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL,4267.465054676654,4298.7471584452815,-31.282103768627167,-0.7277028077162113
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL,4246.319763861566,4298.7471584452815,-52.427394583715795,-1.2195970744805817
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL,4837.021646449037,4633.3592533963065,203.6623930527303,4.3955666270307745
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4695.0636764541105,4633.3592533963065,61.70442305780398,1.3317426878257694
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,4633.3592533963065,4633.3592533963065,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL,4621.1716122241105,4633.3592533963065,-12.187641172195981,-0.2630411437071774
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL,4581.38822993473,4633.3592533963065,-51.971023461576806,-1.121670490443439
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL,5139.196888743507,5090.472431585472,48.724457158034966,0.9571696500251806
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5105.252584147319,5090.472431585472,14.78015256184699,0.2903493292712634
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,5090.472431585472,5090.472431585472,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL,5065.825476665438,5090.472431585472,-24.64695492003375,-0.48417814360615724
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL,5058.599258492985,5090.472431585472,-31.873173092486468,-0.6261338907312242
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL,5111.802003386095,5093.994468349137,17.807535036958143,0.3495790022467224
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5108.698183863044,5093.994468349137,14.7037155139069,0.28864804634686
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL,5093.994468349137,5093.994468349137,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL,5058.7602956986275,5093.994468349137,-35.23417265050921,-0.6916806225336933
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL,5045.807976564351,5093.994468349137,-48.186491784786085,-0.9459470771746319
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,2.7,-2.3,NORMAL,5109.483098352729,5038.229507956147,71.25359039658179,1.414258526414116
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5078.782099444877,5038.229507956147,40.55259148872938,0.8048976614640229
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,2.7,2.7,NORMAL,5038.229507956147,5038.229507956147,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,2.7,5.2,NORMAL,5027.240322579024,5038.229507956147,-10.989185377123249,-0.2181160139642233
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,2.7,7.7,NORMAL,5023.9560950886325,5038.229507956147,-14.273412867514708,-0.28330215693776495
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,2.7,-2.3,NORMAL,5119.543754210134,5016.105688185141,103.43806602499262,2.0621189515330403
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5091.955619150747,5016.105688185141,75.84993096560629,1.5121278473908966
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,2.7,2.7,NORMAL,5016.105688185141,5016.105688185141,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,2.7,5.2,NORMAL,4994.9486623761095,5016.105688185141,-21.15702580903144,-0.42178189863232696
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,2.7,7.7,NORMAL,4978.635207591311,5016.105688185141,-37.47048059382996,-0.7470034110741997
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,2.7,-2.3,NORMAL,5160.300272195034,5079.6173239249,80.68294827013415,1.588366664750886
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5108.548727655069,5079.6173239249,28.931403730169222,0.5695587262824479
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,2.7,2.7,NORMAL,5079.6173239249,5079.6173239249,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,2.7,5.2,NORMAL,5059.764862919607,5079.6173239249,-19.852461005292753,-0.3908259173735006
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,2.7,7.7,NORMAL,5047.996579177308,5079.6173239249,-31.620744747591743,-0.6225024983409408
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,2.7,-2.3,NORMAL,5192.429730673331,5123.657050097578,68.77268057575293,1.342257686322764
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5152.989606536694,5123.657050097578,29.33255643911616,0.5724925800519286
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,2.7,2.7,NORMAL,5123.657050097578,5123.657050097578,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,2.7,5.2,NORMAL,5120.261521483013,5123.657050097578,-3.3955286145646824,-0.06627158260914469
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,2.7,7.7,NORMAL,5104.590434658379,5123.657050097578,-19.066615439198358,-0.3721290330865381
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,2.7,-2.3,NORMAL,5159.062946741948,5014.807917004003,144.25502973794482,2.876581359154572
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5050.288329045406,5014.807917004003,35.480412041402815,0.7075128824196297
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,2.7,2.7,NORMAL,5014.807917004003,5014.807917004003,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,2.7,5.2,NORMAL,4981.907036892233,5014.807917004003,-32.900880111769766,-0.6560745826417563
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,2.7,7.7,NORMAL,4967.531865693641,5014.807917004003,-47.27605131036216,-0.9427290554850664
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,2.7,-2.3,NORMAL,5160.010935809339,5066.99541649833,93.01551931100857,1.8357135080119966
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5113.324213010846,5066.99541649833,46.32879651251551,0.9143248158793904
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,2.7,2.7,NORMAL,5066.99541649833,5066.99541649833,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,2.7,5.2,NORMAL,5035.157032698715,5066.99541649833,-31.838383799615258,-0.628348383658455
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,2.7,7.7,NORMAL,5007.729109476308,5066.99541649833,-59.266307022022374,-1.1696538510583416
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,2.7,-2.3,NORMAL,5253.384449394786,5186.912096814064,66.47235258072214,1.2815399864121697
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5209.875390505204,5186.912096814064,22.96329369114028,0.4427160758179212
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,2.7,2.7,NORMAL,5186.912096814064,5186.912096814064,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,2.7,5.2,NORMAL,5175.659079090468,5186.912096814064,-11.253017723595804,-0.21695022999344252
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,2.7,7.7,NORMAL,5184.416857262817,5186.912096814064,-2.495239551247323,-0.048106455337462994
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,2.7,-2.3,NORMAL,5728.034597846086,5694.604418473222,33.430179372864586,0.5870500725988538
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5703.477169390708,5694.604418473222,8.872750917485973,0.15580978528908673
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,2.7,2.7,NORMAL,5694.604418473222,5694.604418473222,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,2.7,5.2,NORMAL,5685.152870763987,5694.604418473222,-9.451547709234546,-0.1659737360961167
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,2.7,7.7,NORMAL,5678.368875289487,5694.604418473222,-16.23554318373499,-0.28510396843487673
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,2.7,-2.3,NORMAL,6316.617446782383,6322.985291416914,-6.367844634531139,-0.10070946461278533
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6307.963439730407,6322.985291416914,-15.021851686507034,-0.23757530650748668
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,2.7,2.7,NORMAL,6322.985291416914,6322.985291416914,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,2.7,5.2,NORMAL,6318.087380612441,6322.985291416914,-4.897910804473213,-0.07746199902001738
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,2.7,7.7,NORMAL,6299.560892362842,6322.985291416914,-23.424399054071728,-0.3704642344474372
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,2.7,-2.3,NORMAL,6463.516206290522,6419.481973762377,44.03423252814537,0.6859468210693871
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6430.267825225152,6419.481973762377,10.7858514627751,0.1680174741024103
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,2.7,2.7,NORMAL,6419.481973762377,6419.481973762377,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,2.7,5.2,NORMAL,6415.573906321137,6419.481973762377,-3.9080674412398366,-0.06087823686105576
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,2.7,7.7,NORMAL,6388.773194394174,6419.481973762377,-30.70877936820216,-0.47836849598946896
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,2.7,-2.3,NORMAL,6754.738366248898,6726.0830039706025,28.655362278295797,0.42603343225737333
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6743.444615404306,6726.0830039706025,17.36161143370373,0.25812365716353286
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,2.7,2.7,NORMAL,6726.0830039706025,6726.0830039706025,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,2.7,5.2,NORMAL,6724.431925800253,6726.0830039706025,-1.6510781703491375,-0.024547395109076976
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,2.7,7.7,NORMAL,6719.744036415333,6726.0830039706025,-6.338967555269846,-0.0942445633146033
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,2.7,-2.3,NORMAL,6742.513727857631,6695.070352963223,47.44337489440841,0.70863146155604
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6720.6639863959645,6695.070352963223,25.593633432741626,0.3822757952261688
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,2.7,2.7,NORMAL,6695.070352963223,6695.070352963223,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,2.7,5.2,NORMAL,6685.008749783572,6695.070352963223,-10.061603179650774,-0.15028375579649483
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,2.7,7.7,NORMAL,6689.450778973133,6695.070352963223,-5.6195739900895205,-0.08393599609602773
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL,6600.820565174863,6548.6063016027565,52.214263572106574,0.7973339847797424
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6568.684900518239,6548.6063016027565,20.07859891548287,0.30660873460309684
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL,6548.6063016027565,6548.6063016027565,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL,6544.374210239719,6548.6063016027565,-4.232091363037398,-0.06462583285853668
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL,6552.629621373723,6548.6063016027565,4.0233197709667365,0.06143780196378637
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL,6117.155035714792,6107.03524585918,10.119789855611998,0.16570708123018663
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6106.920168698493,6107.03524585918,-0.11507716068626905,-0.0018843375885917162
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL,6107.03524585918,6107.03524585918,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL,6103.861445019394,6107.03524585918,-3.173800839786054,-0.05196958445487966
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL,6104.633433745334,6107.03524585918,-2.401812113846063,-0.03932861064580542
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL,5364.042225309411,5368.260111726303,-4.217886416891815,-0.07857082796115565
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5353.637333615525,5368.260111726303,-14.6227781107782,-0.2723932485841463
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL,5368.260111726303,5368.260111726303,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL,5364.091051610203,5368.260111726303,-4.1690601160998995,-0.07766129116942566
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL,5405.451997554016,5368.260111726303,37.19188582771312,0.6928108000294552
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL,4865.001898679858,4857.067603229188,7.934295450670106,0.16335567257484834
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4854.324513799521,4857.067603229188,-2.7430894296667248,-0.0564762456228322
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL,4857.067603229188,4857.067603229188,0.0,0.0
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL,4871.027779624994,4857.067603229188,13.96017639580623,0.28741984951012217
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL,4891.279980399045,4857.067603229188,34.212377169857064,0.7043833844748466
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL,11852.95626440633,11350.976263930103,501.98000047622736,4.422350895679033
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11579.563427528969,11350.976263930103,228.58716359886603,2.0138106034565983
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,11350.976263930103,11350.976263930103,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL,11207.81532692292,11350.976263930103,-143.16093700718193,-1.2612213582201135
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL,11146.807103191788,11350.976263930103,-204.16916073831453,-1.798692517639219
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL,11504.94680139764,10907.403774577957,597.5430268196833,5.478324990703887
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11274.58744996216,10907.403774577957,367.1836753842035,3.3663709804161077
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,10907.403774577957,10907.403774577957,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL,10778.412400451269,10907.403774577957,-128.99137412668824,-1.1826038239029006
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL,10733.063138638428,10907.403774577957,-174.3406359395285,-1.5983696903736775
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL,11180.614496243343,10693.036833431119,487.57766281222393,4.55976791633077
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11079.697102579,10693.036833431119,386.660269147882,3.6160005354046154
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,10693.036833431119,10693.036833431119,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL,10594.771877666244,10693.036833431119,-98.26495576487468,-0.9189620993135961
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL,10575.83775079485,10693.036833431119,-117.19908263626894,-1.0960317864972957
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL,11220.614072903409,10828.77340745825,391.8406654451592,3.6185138491796436
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11067.617836917787,10828.77340745825,238.84442945953742,2.2056462026902772
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,10828.77340745825,10828.77340745825,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL,10727.729146020292,10828.77340745825,-101.04426143795718,-0.9331090201625567
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL,10644.468010563069,10828.77340745825,-184.30539689518082,-1.7019969848869645
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL,11819.298031034905,11343.18002811096,476.118002923944,4.197394396844766
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11466.708584097823,11343.18002811096,123.52855598686256,1.08901168526578
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,11343.18002811096,11343.18002811096,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL,11290.890806049578,11343.18002811096,-52.28922206138304,-0.46097498172292556
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL,11245.259387934606,11343.18002811096,-97.92064017635494,-0.8632556296707403
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL,12649.54437281923,12316.409417207537,333.13495561169293,2.7048057946682293
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,12539.209971610806,12316.409417207537,222.80055440326942,1.8089732718042784
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,12316.409417207537,12316.409417207537,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL,12232.904021925733,12316.409417207537,-83.50539528180343,-0.6780011320924111
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL,12197.116443791554,12316.409417207537,-119.29297341598249,-0.9685694050517316
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL,13910.955927741528,13633.520820484064,277.43510725746455,2.0349483520106153
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,13715.912575727087,13633.520820484064,82.391755243023,0.604332192160012
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,13633.520820484064,13633.520820484064,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL,13528.640149979788,13633.520820484064,-104.88067050427526,-0.7692852923706572
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL,13456.838917746743,13633.520820484064,-176.68190273732034,-1.2959374549225735
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL,15018.067682416397,14617.365512051605,400.7021703647915,2.7412748900232664
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,14681.371888640879,14617.365512051605,64.00637658927371,0.43787901818903185
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL,14617.365512051605,14617.365512051605,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL,14567.169213825011,14617.365512051605,-50.19629822659408,-0.3434018133103989
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL,14479.690661310717,14617.365512051605,-137.67485074088836,-0.9418581660791018
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,2.7,-2.3,NORMAL,15599.61251035918,15169.688305346057,429.92420501312336,2.834100453215052
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15391.247844134468,15169.688305346057,221.55953878841137,1.460541141839612
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,2.7,2.7,NORMAL,15169.688305346057,15169.688305346057,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,2.7,5.2,NORMAL,15061.03700688115,15169.688305346057,-108.65129846490709,-0.7162394920574374
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,2.7,7.7,NORMAL,14985.738444783423,15169.688305346057,-183.94986056263406,-1.2126146355809235
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,2.7,-2.3,NORMAL,16156.624710272987,15692.144002449724,464.4807078232625,2.959956955217539
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15986.267841368142,15692.144002449724,294.1238389184182,1.874338132969606
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,2.7,2.7,NORMAL,15692.144002449724,15692.144002449724,0.0,0.0
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,2.7,5.2,NORMAL,15555.564979485027,15692.144002449724,-136.5790229646973,-0.8703655978646113
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,2.7,7.7,NORMAL,15515.365493248226,15692.144002449724,-176.7785092014983,-1.126541466697611
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,2.7,-2.3,NORMAL,16080.581568585645,15798.723757202097,281.8578113835483,1.7840543053679194
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,15930.62133818245,15798.723757202097,131.89758098035236,0.8348622522134092
