fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,peak_risk_score,peak_alert,baseline_forecast_kwh,baseline_peak_risk_score,baseline_peak_alert,forecast_delta_kwh,forecast_delta_pct,peak_risk_delta,alert_changed,alert_transition
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL,5045.807976564351,8.551595e-05,False,5093.994468349137,0.00014374302,False,-48.186491784786085,-0.9459470771746319,-5.8227066e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,2.7,-2.3,NORMAL,5109.483098352729,0.00050986314,False,5038.229507956147,0.00021662479,False,71.25359039658179,1.414258526414116,0.00029323835,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5078.782099444877,0.0005415791,False,5038.229507956147,0.00021662479,False,40.55259148872938,0.8048976614640229,0.0003249543,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,2.7,2.7,NORMAL,5038.229507956147,0.00021662479,False,5038.229507956147,0.00021662479,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,2.7,5.2,NORMAL,5027.240322579024,0.00015964851,False,5038.229507956147,0.00021662479,False,-10.989185377123249,-0.2181160139642233,-5.6976278e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,2.7,7.7,NORMAL,5023.9560950886325,8.6426844e-05,False,5038.229507956147,0.00021662479,False,-14.273412867514708,-0.28330215693776495,-0.00013019794,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,2.7,-2.3,NORMAL,5119.543754210134,0.00041448994,False,5016.105688185141,0.00019195002,False,103.43806602499262,2.0621189515330403,0.00022253992,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5091.955619150747,0.0003891026,False,5016.105688185141,0.00019195002,False,75.84993096560629,1.5121278473908966,0.00019715259,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,2.7,2.7,NORMAL,5016.105688185141,0.00019195002,False,5016.105688185141,0.00019195002,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,2.7,5.2,NORMAL,4994.9486623761095,0.00018448845,False,5016.105688185141,0.00019195002,False,-21.15702580903144,-0.42178189863232696,-7.4615673e-06,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,2.7,7.7,NORMAL,4978.635207591311,6.955891e-05,False,5016.105688185141,0.00019195002,False,-37.47048059382996,-0.7470034110741997,-0.00012239111,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,2.7,-2.3,NORMAL,5160.300272195034,0.0012444456,False,5079.6173239249,0.0007983153,False,80.68294827013415,1.588366664750886,0.0004461303,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5108.548727655069,0.0014920222,False,5079.6173239249,0.0007983153,False,28.931403730169222,0.5695587262824479,0.0006937069,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,2.7,2.7,NORMAL,5079.6173239249,0.0007983153,False,5079.6173239249,0.0007983153,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,2.7,5.2,NORMAL,5059.764862919607,0.00043655696,False,5079.6173239249,0.0007983153,False,-19.852461005292753,-0.3908259173735006,-0.0003617583,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,2.7,7.7,NORMAL,5047.996579177308,0.0001971262,False,5079.6173239249,0.0007983153,False,-31.620744747591743,-0.6225024983409408,-0.0006011891,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,2.7,-2.3,NORMAL,5192.429730673331,0.0023587316,False,5123.657050097578,0.0024737455,False,68.77268057575293,1.342257686322764,-0.000115013914,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5152.989606536694,0.0036277387,False,5123.657050097578,0.0024737455,False,29.33255643911616,0.5724925800519286,0.0011539932,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,2.7,2.7,NORMAL,5123.657050097578,0.0024737455,False,5123.657050097578,0.0024737455,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,2.7,5.2,NORMAL,5120.261521483013,0.0012682037,False,5123.657050097578,0.0024737455,False,-3.3955286145646824,-0.06627158260914469,-0.0012055418,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,2.7,7.7,NORMAL,5104.590434658379,0.00029070466,False,5123.657050097578,0.0024737455,False,-19.066615439198358,-0.3721290330865381,-0.0021830408,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,2.7,-2.3,NORMAL,5159.062946741948,0.0050765583,False,5014.807917004003,0.0032965278,False,144.25502973794482,2.876581359154572,0.0017800306,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5050.288329045406,0.0053505925,False,5014.807917004003,0.0032965278,False,35.480412041402815,0.7075128824196297,0.0020540648,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,2.7,2.7,NORMAL,5014.807917004003,0.0032965278,False,5014.807917004003,0.0032965278,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,2.7,5.2,NORMAL,4981.907036892233,0.0020904227,False,5014.807917004003,0.0032965278,False,-32.900880111769766,-0.6560745826417563,-0.0012061051,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,2.7,7.7,NORMAL,4967.531865693641,0.00032093006,False,5014.807917004003,0.0032965278,False,-47.27605131036216,-0.9427290554850664,-0.0029755977,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,2.7,-2.3,NORMAL,5160.010935809339,0.0029034202,False,5066.99541649833,0.0019695687,False,93.01551931100857,1.8357135080119966,0.0009338516,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5113.324213010846,0.0037972217,False,5066.99541649833,0.0019695687,False,46.32879651251551,0.9143248158793904,0.001827653,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,2.7,2.7,NORMAL,5066.99541649833,0.0019695687,False,5066.99541649833,0.0019695687,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,2.7,5.2,NORMAL,5035.157032698715,0.0012166012,False,5066.99541649833,0.0019695687,False,-31.838383799615258,-0.628348383658455,-0.00075296743,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,2.7,7.7,NORMAL,5007.729109476308,0.00024028498,False,5066.99541649833,0.0019695687,False,-59.266307022022374,-1.1696538510583416,-0.0017292837,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,2.7,-2.3,NORMAL,5253.384449394786,0.011424164,False,5186.912096814064,0.0077564353,False,66.47235258072214,1.2815399864121697,0.003667729,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5209.875390505204,0.011202095,False,5186.912096814064,0.0077564353,False,22.96329369114028,0.4427160758179212,0.0034456598,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,2.7,2.7,NORMAL,5186.912096814064,0.0077564353,False,5186.912096814064,0.0077564353,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,2.7,5.2,NORMAL,5175.659079090468,0.004873507,False,5186.912096814064,0.0077564353,False,-11.253017723595804,-0.21695022999344252,-0.0028829281,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,2.7,7.7,NORMAL,5184.416857262817,0.0009128324,False,5186.912096814064,0.0077564353,False,-2.495239551247323,-0.048106455337462994,-0.0068436028,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,2.7,-2.3,NORMAL,5728.034597846086,0.038438197,False,5694.604418473222,0.032301266,False,33.430179372864586,0.5870500725988538,0.0061369315,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5703.477169390708,0.040203363,False,5694.604418473222,0.032301266,False,8.872750917485973,0.15580978528908673,0.007902097,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,2.7,2.7,NORMAL,5694.604418473222,0.032301266,False,5694.604418473222,0.032301266,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,2.7,5.2,NORMAL,5685.152870763987,0.014641005,False,5694.604418473222,0.032301266,False,-9.451547709234546,-0.1659737360961167,-0.01766026,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,2.7,7.7,NORMAL,5678.368875289487,0.0025801482,False,5694.604418473222,0.032301266,False,-16.23554318373499,-0.28510396843487673,-0.029721119,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,2.7,-2.3,NORMAL,6316.617446782383,0.19346237,True,6322.985291416914,0.18326597,True,-6.367844634531139,-0.10070946461278533,0.010196403,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6307.963439730407,0.1996765,True,6322.985291416914,0.18326597,True,-15.021851686507034,-0.23757530650748668,0.01641053,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,2.7,2.7,NORMAL,6322.985291416914,0.18326597,True,6322.985291416914,0.18326597,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,2.7,5.2,NORMAL,6318.087380612441,0.0980003,True,6322.985291416914,0.18326597,True,-4.897910804473213,-0.07746199902001738,-0.085265666,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,2.7,7.7,NORMAL,6299.560892362842,0.014104878,False,6322.985291416914,0.18326597,True,-23.424399054071728,-0.3704642344474372,-0.1691611,True,Alert -> No Alert
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,2.7,-2.3,NORMAL,6463.516206290522,0.5343895,True,6419.481973762377,0.37682426,True,44.03423252814537,0.6859468210693871,0.15756524,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6430.267825225152,0.43501508,True,6419.481973762377,0.37682426,True,10.7858514627751,0.1680174741024103,0.058190823,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,2.7,2.7,NORMAL,6419.481973762377,0.37682426,True,6419.481973762377,0.37682426,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,2.7,5.2,NORMAL,6415.573906321137,0.22838394,True,6419.481973762377,0.37682426,True,-3.9080674412398366,-0.06087823686105576,-0.14844032,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,2.7,7.7,NORMAL,6388.773194394174,0.034309536,False,6419.481973762377,0.37682426,True,-30.70877936820216,-0.47836849598946896,-0.34251472,True,Alert -> No Alert
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,2.7,-2.3,NORMAL,6754.738366248898,0.8127181,True,6726.0830039706025,0.6188924,True,28.655362278295797,0.42603343225737333,0.19382572,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6743.444615404306,0.7363698,True,6726.0830039706025,0.6188924,True,17.36161143370373,0.25812365716353286,0.11747742,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,2.7,2.7,NORMAL,6726.0830039706025,0.6188924,True,6726.0830039706025,0.6188924,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,2.7,5.2,NORMAL,6724.431925800253,0.4455482,True,6726.0830039706025,0.6188924,True,-1.6510781703491375,-0.024547395109076976,-0.17334417,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,2.7,7.7,NORMAL,6719.744036415333,0.1412473,True,6726.0830039706025,0.6188924,True,-6.338967555269846,-0.0942445633146033,-0.47764507,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,2.7,-2.3,NORMAL,6742.513727857631,0.84216404,True,6695.070352963223,0.66092515,True,47.44337489440841,0.70863146155604,0.18123889,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6720.6639863959645,0.77144796,True,6695.070352963223,0.66092515,True,25.593633432741626,0.3822757952261688,0.11052281,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,2.7,2.7,NORMAL,6695.070352963223,0.66092515,True,6695.070352963223,0.66092515,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,2.7,5.2,NORMAL,6685.008749783572,0.5643433,True,6695.070352963223,0.66092515,True,-10.061603179650774,-0.15028375579649483,-0.09658188,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,2.7,7.7,NORMAL,6689.450778973133,0.17377476,True,6695.070352963223,0.66092515,True,-5.6195739900895205,-0.08393599609602773,-0.48715037,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL,6600.820565174863,0.65556335,True,6548.6063016027565,0.49308845,True,52.214263572106574,0.7973339847797424,0.1624749,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6568.684900518239,0.62564695,True,6548.6063016027565,0.49308845,True,20.07859891548287,0.30660873460309684,0.1325585,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL,6548.6063016027565,0.49308845,True,6548.6063016027565,0.49308845,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL,6544.374210239719,0.36138728,True,6548.6063016027565,0.49308845,True,-4.232091363037398,-0.06462583285853668,-0.13170117,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL,6552.629621373723,0.09300086,True,6548.6063016027565,0.49308845,True,4.0233197709667365,0.06143780196378637,-0.4000876,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL,6117.155035714792,0.17631154,True,6107.03524585918,0.109318964,True,10.119789855611998,0.16570708123018663,0.06699257,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,6106.920168698493,0.14351349,True,6107.03524585918,0.109318964,True,-0.11507716068626905,-0.0018843375885917162,0.03419452,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL,6107.03524585918,0.109318964,True,6107.03524585918,0.109318964,True,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL,6103.861445019394,0.098937705,True,6107.03524585918,0.109318964,True,-3.173800839786054,-0.05196958445487966,-0.010381259,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL,6104.633433745334,0.033186328,False,6107.03524585918,0.109318964,True,-2.401812113846063,-0.03932861064580542,-0.07613264,True,Alert -> No Alert
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL,5364.042225309411,0.057761416,False,5368.260111726303,0.05154052,False,-4.217886416891815,-0.07857082796115565,0.006220896,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5353.637333615525,0.05458163,False,5368.260111726303,0.05154052,False,-14.6227781107782,-0.2723932485841463,0.003041111,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL,5368.260111726303,0.05154052,False,5368.260111726303,0.05154052,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL,5364.091051610203,0.054750647,False,5368.260111726303,0.05154052,False,-4.1690601160998995,-0.07766129116942566,0.0032101274,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL,5405.451997554016,0.0120767355,False,5368.260111726303,0.05154052,False,37.19188582771312,0.6928108000294552,-0.039463785,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL,4865.001898679858,0.008745219,False,4857.067603229188,0.0071181557,False,7.934295450670106,0.16335567257484834,0.0016270629,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4854.324513799521,0.009114654,False,4857.067603229188,0.0071181557,False,-2.7430894296667248,-0.0564762456228322,0.001996498,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL,4857.067603229188,0.0071181557,False,4857.067603229188,0.0071181557,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL,4871.027779624994,0.0063638906,False,4857.067603229188,0.0071181557,False,13.96017639580623,0.28741984951012217,-0.0007542651,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL,4891.279980399045,0.0047999094,False,4857.067603229188,0.0071181557,False,34.212377169857064,0.7043833844748466,-0.0023182463,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL,11852.95626440633,0.00031761476,False,11350.976263930103,0.00012257928,False,501.98000047622736,4.422350895679033,0.00019503548,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11579.563427528969,0.00023628783,False,11350.976263930103,0.00012257928,False,228.58716359886603,2.0138106034565983,0.00011370855,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,11350.976263930103,0.00012257928,False,11350.976263930103,0.00012257928,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL,11207.81532692292,6.165907e-05,False,11350.976263930103,0.00012257928,False,-143.16093700718193,-1.2612213582201135,-6.092021e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL,11146.807103191788,5.283798e-05,False,11350.976263930103,0.00012257928,False,-204.16916073831453,-1.798692517639219,-6.9741305e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL,11504.94680139764,9.0474736e-05,False,10907.403774577957,5.3212214e-05,False,597.5430268196833,5.478324990703887,3.726252e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11274.58744996216,7.2956886e-05,False,10907.403774577957,5.3212214e-05,False,367.1836753842035,3.3663709804161077,1.9744672e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,10907.403774577957,5.3212214e-05,False,10907.403774577957,5.3212214e-05,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL,10778.412400451269,2.005395e-05,False,10907.403774577957,5.3212214e-05,False,-128.99137412668824,-1.1826038239029006,-3.3158263e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL,10733.063138638428,1.6351112e-05,False,10907.403774577957,5.3212214e-05,False,-174.3406359395285,-1.5983696903736775,-3.68611e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL,11180.614496243343,6.4818785e-05,False,10693.036833431119,6.139791e-05,False,487.57766281222393,4.55976791633077,3.4208788e-06,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11079.697102579,7.639624e-05,False,10693.036833431119,6.139791e-05,False,386.660269147882,3.6160005354046154,1.4998332e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,10693.036833431119,6.139791e-05,False,10693.036833431119,6.139791e-05,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL,10594.771877666244,3.460134e-05,False,10693.036833431119,6.139791e-05,False,-98.26495576487468,-0.9189620993135961,-2.6796566e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL,10575.83775079485,3.4692104e-05,False,10693.036833431119,6.139791e-05,False,-117.19908263626894,-1.0960317864972957,-2.6705802e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL,11220.614072903409,0.0001530347,False,10828.77340745825,5.321536e-05,False,391.8406654451592,3.6185138491796436,9.981934e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11067.617836917787,0.000119610435,False,10828.77340745825,5.321536e-05,False,238.84442945953742,2.2056462026902772,6.639508e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,10828.77340745825,5.321536e-05,False,10828.77340745825,5.321536e-05,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL,10727.729146020292,3.2481254e-05,False,10828.77340745825,5.321536e-05,False,-101.04426143795718,-0.9331090201625567,-2.0734107e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL,10644.468010563069,3.0128656e-05,False,10828.77340745825,5.321536e-05,False,-184.30539689518082,-1.7019969848869645,-2.3086704e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL,11819.298031034905,0.00041301714,False,11343.18002811096,0.00017476766,False,476.118002923944,4.197394396844766,0.00023824949,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,11466.708584097823,0.00031370498,False,11343.18002811096,0.00017476766,False,123.52855598686256,1.08901168526578,0.00013893732,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,11343.18002811096,0.00017476766,False,11343.18002811096,0.00017476766,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL,11290.890806049578,7.066992e-05,False,11343.18002811096,0.00017476766,False,-52.28922206138304,-0.46097498172292556,-0.00010409774,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL,11245.259387934606,7.0552895e-05,False,11343.18002811096,0.00017476766,False,-97.92064017635494,-0.8632556296707403,-0.00010421476,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL,12649.54437281923,0.0013601882,False,12316.409417207537,0.00037052133,False,333.13495561169293,2.7048057946682293,0.0009896669,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,12539.209971610806,0.0009915872,False,12316.409417207537,0.00037052133,False,222.80055440326942,1.8089732718042784,0.00062106585,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,12316.409417207537,0.00037052133,False,12316.409417207537,0.00037052133,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL,12232.904021925733,0.00021156861,False,12316.409417207537,0.00037052133,False,-83.50539528180343,-0.6780011320924111,-0.00015895272,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL,12197.116443791554,0.00019560829,False,12316.409417207537,0.00037052133,False,-119.29297341598249,-0.9685694050517316,-0.00017491305,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL,13910.955927741528,0.0023198547,False,13633.520820484064,0.00037112655,False,277.43510725746455,2.0349483520106153,0.0019487281,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,13715.912575727087,0.0019972392,False,13633.520820484064,0.00037112655,False,82.391755243023,0.604332192160012,0.0016261126,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,13633.520820484064,0.00037112655,False,13633.520820484064,0.00037112655,False,0.0,0.0,0.0,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL,13528.640149979788,0.00035796384,False,13633.520820484064,0.00037112655,False,-104.88067050427526,-0.7692852923706572,-1.3162702e-05,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL,13456.838917746743,0.00025222567,False,13633.520820484064,0.00037112655,False,-176.68190273732034,-1.2959374549225735,-0.000118900876,False,No change
