fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,forecast_consumption_kwh,peak_risk_score,peak_alert,baseline_forecast_kwh,baseline_peak_risk_score,baseline_peak_alert,forecast_delta_kwh,forecast_delta_pct,peak_risk_delta,alert_changed,alert_transition
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,4.3,6.8,NORMAL,12485.067270110862,0.00059171545,False,12557.738039365455,0.0008087931,False,-72.67076925459332,-0.578693145427848,-0.00021707767,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,4.3,9.3,NORMAL,12474.30406834214,0.00031950654,False,12557.738039365455,0.0008087931,False,-83.43397102331437,-0.6644028626952494,-0.0004892866,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13234.62071527028,0.0043007415,False,12685.310211301676,0.00176164,False,549.3105039686034,4.330288300551044,0.0025391015,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12753.149410173675,0.0035912984,False,12685.310211301676,0.00176164,False,67.83919887199954,0.5347854939452708,0.0018296584,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,4.3,4.3,NORMAL,12685.310211301676,0.00176164,False,12685.310211301676,0.00176164,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,4.3,6.8,NORMAL,12651.979254390531,0.00070798397,False,12685.310211301676,0.00176164,False,-33.33095691114431,-0.2627523990816471,-0.001053656,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,4.3,9.3,NORMAL,12651.87543021124,0.00060979207,False,12685.310211301676,0.00176164,False,-33.434781090436445,-0.263570858997587,-0.0011518479,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13173.053005679627,0.01138346,False,12829.03789046455,0.004203242,False,344.01511521507746,2.6815347974829344,0.007180218,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12893.37217114559,0.008637969,False,12829.03789046455,0.004203242,False,64.33428068103967,0.5014739314852088,0.0044347276,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,4.3,4.3,NORMAL,12829.03789046455,0.004203242,False,12829.03789046455,0.004203242,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,4.3,6.8,NORMAL,12813.802506017502,0.0012555443,False,12829.03789046455,0.004203242,False,-15.235384447047181,-0.11875703055153652,-0.0029476974,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,4.3,9.3,NORMAL,12816.82456450089,0.0011447159,False,12829.03789046455,0.004203242,False,-12.213325963659372,-0.09520063833264676,-0.0030585257,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13307.786355478023,0.038311396,False,12940.842971040196,0.008373161,False,366.94338443782726,2.8355446801958375,0.029938236,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12981.932544738198,0.02374006,False,12940.842971040196,0.008373161,False,41.089573698001914,0.3175185247974545,0.0153669,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,4.3,4.3,NORMAL,12940.842971040196,0.008373161,False,12940.842971040196,0.008373161,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,4.3,6.8,NORMAL,12923.79368243552,0.002577337,False,12940.842971040196,0.008373161,False,-17.049288604675894,-0.13174789805293077,-0.005795824,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,4.3,9.3,NORMAL,12925.007854119738,0.001765015,False,12940.842971040196,0.008373161,False,-15.83511692045795,-0.12236542052086355,-0.006608146,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12964.770257227345,0.037504807,False,12803.005159055405,0.009973725,False,161.76509817193983,1.2634931889996577,0.027531082,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12836.974600135158,0.02637636,False,12803.005159055405,0.009973725,False,33.96944107975287,0.26532396619184917,0.016402634,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,4.3,4.3,NORMAL,12803.005159055405,0.009973725,False,12803.005159055405,0.009973725,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,4.3,6.8,NORMAL,12789.931702191088,0.0014782582,False,12803.005159055405,0.009973725,False,-13.07345686431654,-0.10211240800031895,-0.008495467,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,4.3,9.3,NORMAL,12798.805503643107,0.0013480323,False,12803.005159055405,0.009973725,False,-4.199655412297943,-0.03280210669389272,-0.008625693,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12766.871529896067,0.020394936,False,11992.74083276471,0.0060882354,False,774.130697131357,6.454993966153233,0.014306701,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12529.383660114847,0.009360116,False,11992.74083276471,0.0060882354,False,536.6428273501369,4.4747304626479085,0.0032718806,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,4.3,4.3,NORMAL,11992.74083276471,0.0060882354,False,11992.74083276471,0.0060882354,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,4.3,6.8,NORMAL,11975.98725493629,0.00089169363,False,11992.74083276471,0.0060882354,False,-16.75357782842002,-0.13969765595741457,-0.0051965415,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,4.3,9.3,NORMAL,11927.858546027504,0.00089169363,False,11992.74083276471,0.0060882354,False,-64.8822867372055,-0.541012998129203,-0.0051965415,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12199.52014561861,0.0143273845,False,11950.733993289392,0.00285562,False,248.78615232921766,2.081764621896167,0.011471764,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12106.099624545292,0.0089086555,False,11950.733993289392,0.00285562,False,155.36563125589964,1.3000509537166585,0.006053035,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,4.3,4.3,NORMAL,11950.733993289392,0.00285562,False,11950.733993289392,0.00285562,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,4.3,6.8,NORMAL,11815.909447206182,0.00043870145,False,11950.733993289392,0.00285562,False,-134.8245460832095,-1.128169584888397,-0.0024169188,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,4.3,9.3,NORMAL,11774.274635226491,0.00037277804,False,11950.733993289392,0.00285562,False,-176.45935806290072,-1.476556654695742,-0.0024828422,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13378.677447269849,0.21773158,True,13251.113288845247,0.06421748,True,127.56415842460228,0.962667480414536,0.1535141,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,13284.452394716194,0.17834987,True,13251.113288845247,0.06421748,True,33.339105870947606,0.2515947539216375,0.11413239,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,4.3,4.3,NORMAL,13251.113288845247,0.06421748,True,13251.113288845247,0.06421748,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,4.3,6.8,NORMAL,13235.850399325045,0.009353575,False,13251.113288845247,0.06421748,True,-15.262889520201497,-0.11518194122640064,-0.054863904,True,Alert -> No Alert
M6G,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,4.3,9.3,NORMAL,13193.843837433906,0.00891215,False,13251.113288845247,0.06421748,True,-57.269451411340924,-0.43218596176028623,-0.05530533,True,Alert -> No Alert
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14257.857307855065,0.60588336,True,14171.00650288002,0.3270204,True,86.85080497504532,0.6128767561950829,0.27886295,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14238.37527036044,0.55060303,True,14171.00650288002,0.3270204,True,67.3687674804205,0.4753986067731246,0.22358263,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,4.3,4.3,NORMAL,14171.00650288002,0.3270204,True,14171.00650288002,0.3270204,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,4.3,6.8,NORMAL,14127.453026719537,0.047476176,False,14171.00650288002,0.3270204,True,-43.553476160483115,-0.3073421506907897,-0.27954423,True,Alert -> No Alert
M6G,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,4.3,9.3,NORMAL,14120.764904560445,0.036423914,False,14171.00650288002,0.3270204,True,-50.24159831957513,-0.35453796672356597,-0.2905965,True,Alert -> No Alert
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14956.758620763523,0.9614942,True,14765.743532049422,0.8456882,True,191.01508871410078,1.2936367769052581,0.11580598,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14832.287732524617,0.9351208,True,14765.743532049422,0.8456882,True,66.54420047519488,0.45066609975148897,0.0894326,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,4.3,4.3,NORMAL,14765.743532049422,0.8456882,True,14765.743532049422,0.8456882,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,4.3,6.8,NORMAL,14737.413069994527,0.42054003,True,14765.743532049422,0.8456882,True,-28.33046205489518,-0.19186613930685706,-0.4251482,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,4.3,9.3,NORMAL,14697.205410545468,0.27819738,True,14765.743532049422,0.8456882,True,-68.53812150395424,-0.4641697951423205,-0.5674908,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,15200.67234370194,0.9876759,True,15066.515910822325,0.94861466,True,134.15643287961393,0.8904277118457689,0.03906125,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,15120.804579921449,0.9807374,True,15066.515910822325,0.94861466,True,54.28866909912358,0.3603266303932143,0.03212273,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,4.3,4.3,NORMAL,15066.515910822325,0.94861466,True,15066.515910822325,0.94861466,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,4.3,6.8,NORMAL,15057.769495011773,0.7924051,True,15066.515910822325,0.94861466,True,-8.746415810552207,-0.05805201323465652,-0.15620953,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,4.3,9.3,NORMAL,15023.982007932882,0.62183106,True,15066.515910822325,0.94861466,True,-42.5339028894432,-0.2823074899412608,-0.3267836,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,15031.20690765179,0.98347014,True,14853.756594164774,0.9334539,True,177.4503134870156,1.194649396346821,0.050016224,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14964.962981951621,0.9760207,True,14853.756594164774,0.9334539,True,111.2063877868477,0.7486751723838978,0.042566776,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,4.3,4.3,NORMAL,14853.756594164774,0.9334539,True,14853.756594164774,0.9334539,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,4.3,6.8,NORMAL,14847.710303307196,0.8401408,True,14853.756594164774,0.9334539,True,-6.046290857577333,-0.04070546611725541,-0.0933131,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,4.3,9.3,NORMAL,14819.573613064127,0.7566548,True,14853.756594164774,0.9334539,True,-34.18298110064643,-0.2301302090413616,-0.17679912,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,14540.388326932307,0.9679832,True,14423.31925229672,0.8999544,True,117.06907463558673,0.8116652802852232,0.06802881,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,14512.41495950633,0.95043856,True,14423.31925229672,0.8999544,True,89.09570720960983,0.617719858037688,0.05048418,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL,14423.31925229672,0.8999544,True,14423.31925229672,0.8999544,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL,14393.901132670839,0.7878647,True,14423.31925229672,0.8999544,True,-29.418119625881445,-0.20396220253668035,-0.11208969,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL,14392.630973387417,0.6004122,True,14423.31925229672,0.8999544,True,-30.688278909303335,-0.21276849227626046,-0.2995422,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,13839.407760817154,0.58382004,True,13823.035875025225,0.39810905,True,16.371885791928435,0.11843914708713406,0.185711,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,13806.013325541344,0.5087909,True,13823.035875025225,0.39810905,True,-17.02254948388145,-0.12314624397840813,0.11068186,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL,13823.035875025225,0.39810905,True,13823.035875025225,0.39810905,True,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL,13875.50050422466,0.32147753,True,13823.035875025225,0.39810905,True,52.46462919943406,0.3795449109281742,-0.076631516,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL,13886.427333965077,0.16925217,True,13823.035875025225,0.39810905,True,63.39145893985187,0.45859288446457996,-0.22885688,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,12132.96263848869,0.024262762,False,12132.300343105251,0.018436378,False,0.6622953834394139,0.005458943190569745,0.005826384,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,12128.654251655034,0.019331712,False,12132.300343105251,0.018436378,False,-3.6460914502167725,-0.030052762848793428,0.0008953344,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL,12132.300343105251,0.018436378,False,12132.300343105251,0.018436378,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL,12147.509843714015,0.0076539433,False,12132.300343105251,0.018436378,False,15.209500608763847,0.12536370002913222,-0.010782435,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL,12114.331849933993,0.0044793235,False,12132.300343105251,0.018436378,False,-17.96849317125816,-0.14810458580074304,-0.013957054,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL,10915.610261664131,0.004709217,False,10953.62984773084,0.0030728679,False,-38.01958606670814,-0.3470957718603601,0.0016363494,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL,10953.540570606921,0.0032983173,False,10953.62984773084,0.0030728679,False,-0.08927712391778186,-0.0008150460181587802,0.00022544945,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL,10953.62984773084,0.0030728679,False,10953.62984773084,0.0030728679,False,0.0,0.0,0.0,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL,10974.279246327034,0.0026789184,False,10953.62984773084,0.0030728679,False,20.64939859619517,0.1885164907272534,-0.00039394945,False,No change
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL,10966.865632859774,0.0011655221,False,10953.62984773084,0.0030728679,False,13.235785128934367,0.12083469418748252,-0.0019073457,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL,4660.211417366741,0.00012068463,False,4427.226330225073,4.8017857e-05,False,232.98508714166837,5.262551985450985,7.266677e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4522.78495170689,0.00010059249,False,4427.226330225073,4.8017857e-05,False,95.55862148181677,2.158430908070578,5.2574636e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,4427.226330225073,4.8017857e-05,False,4427.226330225073,4.8017857e-05,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL,4366.865281893198,2.9218605e-05,False,4427.226330225073,4.8017857e-05,False,-60.36104833187528,-1.3634055236748337,-1.8799252e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL,4364.575372901148,2.4939724e-05,False,4427.226330225073,4.8017857e-05,False,-62.65095732392547,-1.4151288561012059,-2.3078133e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL,4351.743007894924,4.243388e-05,False,4178.175784739461,3.9864863e-05,False,173.56722315546267,4.154138841869857,2.569017e-06,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4242.730151421443,5.791941e-05,False,4178.175784739461,3.9864863e-05,False,64.55436668198217,1.5450371168624155,1.8054547e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,4178.175784739461,3.9864863e-05,False,4178.175784739461,3.9864863e-05,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL,4112.272799798373,1.8699298e-05,False,4178.175784739461,3.9864863e-05,False,-65.9029849410881,-1.5773147980464308,-2.1165564e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL,4090.0786342717015,1.5246599e-05,False,4178.175784739461,3.9864863e-05,False,-88.09715046775955,-2.108507516355084,-2.4618264e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL,4208.391521851551,3.7803966e-05,False,4065.863009131376,2.9693974e-05,False,142.52851272017506,3.5054922509704673,8.1099915e-06,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4088.998220307959,3.472878e-05,False,4065.863009131376,2.9693974e-05,False,23.135211176582743,0.5690110838615123,5.0348044e-06,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,4065.863009131376,2.9693974e-05,False,4065.863009131376,2.9693974e-05,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL,3986.236566051949,1.4980109e-05,False,4065.863009131376,2.9693974e-05,False,-79.62644307942719,-1.958414312056186,-1.4713865e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL,3969.8419958670784,1.50863e-05,False,4065.863009131376,2.9693974e-05,False,-96.02101326429784,-2.361639166116706,-1.46076745e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL,4320.305288666881,0.00012702898,False,4115.779388253723,5.3593194e-05,False,204.52590041315852,4.969311547573897,7.343579e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4188.948761766646,7.8794896e-05,False,4115.779388253723,5.3593194e-05,False,73.16937351292381,1.777776858539756,2.5201702e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,4115.779388253723,5.3593194e-05,False,4115.779388253723,5.3593194e-05,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL,4040.0105674787665,2.581819e-05,False,4115.779388253723,5.3593194e-05,False,-75.76882077495611,-1.8409349391077043,-2.7775004e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL,4023.1120155324497,2.5564783e-05,False,4115.779388253723,5.3593194e-05,False,-92.66737272127284,-2.2515145730536963,-2.8028411e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL,4596.120614982241,0.00018449267,False,4298.7471584452815,0.00011580721,False,297.37345653695957,6.917677304019667,6.868546e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4369.708356418263,0.00014115,False,4298.7471584452815,0.00011580721,False,70.96119797298161,1.6507413755091842,2.5342786e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,4298.7471584452815,0.00011580721,False,4298.7471584452815,0.00011580721,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL,4267.465054676654,4.9472153e-05,False,4298.7471584452815,0.00011580721,False,-31.282103768627167,-0.7277028077162113,-6.633506e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL,4246.319763861566,5.288183e-05,False,4298.7471584452815,0.00011580721,False,-52.427394583715795,-1.2195970744805817,-6.292538e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL,4837.021646449037,0.00034877763,False,4633.3592533963065,8.6930544e-05,False,203.6623930527303,4.3955666270307745,0.00026184708,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,4695.0636764541105,0.00023738504,False,4633.3592533963065,8.6930544e-05,False,61.70442305780398,1.3317426878257694,0.00015045449,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,4633.3592533963065,8.6930544e-05,False,4633.3592533963065,8.6930544e-05,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL,4621.1716122241105,4.735109e-05,False,4633.3592533963065,8.6930544e-05,False,-12.187641172195981,-0.2630411437071774,-3.9579452e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL,4581.38822993473,4.477013e-05,False,4633.3592533963065,8.6930544e-05,False,-51.971023461576806,-1.121670490443439,-4.2160413e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL,5139.196888743507,0.00055784284,False,5090.472431585472,0.00012860278,False,48.724457158034966,0.9571696500251806,0.00042924006,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5105.252584147319,0.00047599446,False,5090.472431585472,0.00012860278,False,14.78015256184699,0.2903493292712634,0.00034739167,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,5090.472431585472,0.00012860278,False,5090.472431585472,0.00012860278,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL,5065.825476665438,0.00010837471,False,5090.472431585472,0.00012860278,False,-24.64695492003375,-0.48417814360615724,-2.0228072e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL,5058.599258492985,9.1166185e-05,False,5090.472431585472,0.00012860278,False,-31.873173092486468,-0.6261338907312242,-3.74366e-05,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL,5111.802003386095,0.0005677647,False,5093.994468349137,0.00014374302,False,17.807535036958143,0.3495790022467224,0.00042402168,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,5108.698183863044,0.0005379369,False,5093.994468349137,0.00014374302,False,14.7037155139069,0.28864804634686,0.00039419392,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL,5093.994468349137,0.00014374302,False,5093.994468349137,0.00014374302,False,0.0,0.0,0.0,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL,5058.7602956986275,9.814029e-05,False,5093.994468349137,0.00014374302,False,-35.23417265050921,-0.6916806225336933,-4.5602726e-05,False,No change
