fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status,peak_risk_score,baseline_peak_risk_score,peak_risk_delta,peak_alert,baseline_peak_alert,alert_changed,alert_transition
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,2.7,-2.3,NORMAL,0.00041448994,0.00019195002,0.00022253992,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,2.7,-2.3,NORMAL,0.0012444456,0.0007983153,0.0004461303,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,2.7,-2.3,NORMAL,0.0023587316,0.0024737455,-0.000115013914,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,2.7,-2.3,NORMAL,0.0050765583,0.0032965278,0.0017800306,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,2.7,-2.3,NORMAL,0.0029034202,0.0019695687,0.0009338516,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,2.7,-2.3,NORMAL,0.011424164,0.0077564353,0.003667729,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,2.7,-2.3,NORMAL,0.038438197,0.032301266,0.0061369315,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,2.7,-2.3,NORMAL,0.19346237,0.18326597,0.010196403,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,2.7,-2.3,NORMAL,0.5343895,0.37682426,0.15756524,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,2.7,-2.3,NORMAL,0.8127181,0.6188924,0.19382572,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,2.7,-2.3,NORMAL,0.84216404,0.66092515,0.18123889,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL,0.65556335,0.49308845,0.1624749,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL,0.17631154,0.109318964,0.06699257,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL,0.057761416,0.05154052,0.006220896,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL,0.008745219,0.0071181557,0.0016270629,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,4.8017857e-05,4.8017857e-05,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,3.9864863e-05,3.9864863e-05,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,2.9693974e-05,2.9693974e-05,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,5.3593194e-05,5.3593194e-05,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,0.00011580721,0.00011580721,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,8.6930544e-05,8.6930544e-05,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,0.00012860278,0.00012860278,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL,0.00014374302,0.00014374302,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,2.7,2.7,NORMAL,0.00021662479,0.00021662479,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,2.7,2.7,NORMAL,0.00019195002,0.00019195002,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,2.7,2.7,NORMAL,0.0007983153,0.0007983153,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,2.7,2.7,NORMAL,0.0024737455,0.0024737455,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,2.7,2.7,NORMAL,0.0032965278,0.0032965278,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,2.7,2.7,NORMAL,0.0019695687,0.0019695687,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,2.7,2.7,NORMAL,0.0077564353,0.0077564353,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,2.7,2.7,NORMAL,0.032301266,0.032301266,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,2.7,2.7,NORMAL,0.18326597,0.18326597,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,2.7,2.7,NORMAL,0.37682426,0.37682426,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,2.7,2.7,NORMAL,0.6188924,0.6188924,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,2.7,2.7,NORMAL,0.66092515,0.66092515,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL,0.49308845,0.49308845,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL,0.109318964,0.109318964,0.0,True,True,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL,0.05154052,0.05154052,0.0,False,False,False,No change
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL,0.0071181557,0.0071181557,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+2.5C,2.5,2.7,5.2,NORMAL,6.165907e-05,0.00012257928,-6.092021e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+2.5C,2.5,2.7,5.2,NORMAL,2.005395e-05,5.3212214e-05,-3.3158263e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+2.5C,2.5,2.7,5.2,NORMAL,3.460134e-05,6.139791e-05,-2.6796566e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+2.5C,2.5,2.7,5.2,NORMAL,3.2481254e-05,5.321536e-05,-2.0734107e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+2.5C,2.5,2.7,5.2,NORMAL,7.066992e-05,0.00017476766,-0.00010409774,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+2.5C,2.5,2.7,5.2,NORMAL,0.00021156861,0.00037052133,-0.00015895272,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+2.5C,2.5,2.7,5.2,NORMAL,0.00035796384,0.00037112655,-1.3162702e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+2.5C,2.5,2.7,5.2,NORMAL,0.00043097365,0.00065007573,-0.00021910208,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+2.5C,2.5,2.7,5.2,NORMAL,0.0013710022,0.0020666262,-0.00069562404,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+2.5C,2.5,2.7,5.2,NORMAL,0.01737324,0.022108015,-0.004734775,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+2.5C,2.5,2.7,5.2,NORMAL,0.098181725,0.19417429,-0.095992565,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+2.5C,2.5,2.7,5.2,NORMAL,0.17134848,0.35267845,-0.18132997,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+2.5C,2.5,2.7,5.2,NORMAL,0.15742595,0.20056617,-0.043140218,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+2.5C,2.5,2.7,5.2,NORMAL,0.07737496,0.12629136,-0.048916407,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+2.5C,2.5,2.7,5.2,NORMAL,0.34423655,0.51755935,-0.1733228,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+2.5C,2.5,2.7,5.2,NORMAL,0.3397189,0.6229481,-0.2832292,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+2.5C,2.5,2.7,5.2,NORMAL,0.47654563,0.696141,-0.21959537,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+2.5C,2.5,2.7,5.2,NORMAL,0.6178441,0.7588861,-0.141042,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+2.5C,2.5,2.7,5.2,NORMAL,0.75592726,0.8626735,-0.10674626,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+2.5C,2.5,2.7,5.2,NORMAL,0.788306,0.8620837,-0.073777676,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL,0.3049513,0.40659234,-0.10164103,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL,0.02456382,0.033446528,-0.008882709,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL,0.015713492,0.016248524,-0.0005350318,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL,0.0006368804,0.00064711354,-1.023314e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,+5C,5.0,2.7,7.7,NORMAL,5.283798e-05,0.00012257928,-6.9741305e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,+5C,5.0,2.7,7.7,NORMAL,1.6351112e-05,5.3212214e-05,-3.68611e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,+5C,5.0,2.7,7.7,NORMAL,3.4692104e-05,6.139791e-05,-2.6705802e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,+5C,5.0,2.7,7.7,NORMAL,3.0128656e-05,5.321536e-05,-2.3086704e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,+5C,5.0,2.7,7.7,NORMAL,7.0552895e-05,0.00017476766,-0.00010421476,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,+5C,5.0,2.7,7.7,NORMAL,0.00019560829,0.00037052133,-0.00017491305,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,+5C,5.0,2.7,7.7,NORMAL,0.00025222567,0.00037112655,-0.000118900876,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,+5C,5.0,2.7,7.7,NORMAL,0.00038854012,0.00065007573,-0.0002615356,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,+5C,5.0,2.7,7.7,NORMAL,0.00059451646,0.0020666262,-0.0014721097,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,+5C,5.0,2.7,7.7,NORMAL,0.005984064,0.022108015,-0.01612395,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,+5C,5.0,2.7,7.7,NORMAL,0.039417956,0.19417429,-0.15475634,False,True,True,Alert -> No Alert
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,+5C,5.0,2.7,7.7,NORMAL,0.04103993,0.35267845,-0.31163853,False,True,True,Alert -> No Alert
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,+5C,5.0,2.7,7.7,NORMAL,0.023490801,0.20056617,-0.17707537,False,True,True,Alert -> No Alert
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,+5C,5.0,2.7,7.7,NORMAL,0.0140123395,0.12629136,-0.11227903,False,True,True,Alert -> No Alert
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,+5C,5.0,2.7,7.7,NORMAL,0.063439496,0.51755935,-0.45411986,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,+5C,5.0,2.7,7.7,NORMAL,0.07552464,0.6229481,-0.5474235,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,+5C,5.0,2.7,7.7,NORMAL,0.10870945,0.696141,-0.58743155,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,+5C,5.0,2.7,7.7,NORMAL,0.16256295,0.7588861,-0.59632313,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,+5C,5.0,2.7,7.7,NORMAL,0.33335197,0.8626735,-0.52932155,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,2.7,7.7,NORMAL,0.31387916,0.8620837,-0.54820454,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL,0.05372123,0.40659234,-0.35287112,False,True,True,Alert -> No Alert
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL,0.005984813,0.033446528,-0.027461715,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL,0.0029607813,0.016248524,-0.013287743,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL,0.0004035008,0.00064711354,-0.00024361274,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.00023628783,0.00012257928,0.00011370855,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,7.2956886e-05,5.3212214e-05,1.9744672e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,7.639624e-05,6.139791e-05,1.4998332e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.000119610435,5.321536e-05,6.639508e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.00031370498,0.00017476766,0.00013893732,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.0009915872,0.00037052133,0.00062106585,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.0019972392,0.00037112655,0.0016261126,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.0032449733,0.00065007573,0.0025948975,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.0055253697,0.0020666262,0.0034587434,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.060278993,0.022108015,0.03817098,True,False,True,No Alert -> Alert
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.4167324,0.19417429,0.22255811,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.599701,0.35267845,0.24702254,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.46352616,0.20056617,0.26296,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.34825444,0.12629136,0.22196308,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.6455382,0.51755935,0.12797886,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.72618115,0.6229481,0.10323304,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.77515644,0.696141,0.079015434,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.83768165,0.7588861,0.07879555,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.9225155,0.8626735,0.05984199,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.9036122,0.8620837,0.041528523,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.52888954,0.40659234,0.1222972,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.042348836,0.033446528,0.008902308,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.015613676,0.016248524,-0.00063484814,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL,0.0008482137,0.00064711354,0.00020110013,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,-5C,-5.0,2.7,-2.3,NORMAL,0.00031761476,0.00012257928,0.00019503548,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,-5C,-5.0,2.7,-2.3,NORMAL,9.0474736e-05,5.3212214e-05,3.726252e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,-5C,-5.0,2.7,-2.3,NORMAL,6.4818785e-05,6.139791e-05,3.4208788e-06,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,-5C,-5.0,2.7,-2.3,NORMAL,0.0001530347,5.321536e-05,9.981934e-05,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,-5C,-5.0,2.7,-2.3,NORMAL,0.00041301714,0.00017476766,0.00023824949,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,-5C,-5.0,2.7,-2.3,NORMAL,0.0013601882,0.00037052133,0.0009896669,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,-5C,-5.0,2.7,-2.3,NORMAL,0.0023198547,0.00037112655,0.0019487281,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,-5C,-5.0,2.7,-2.3,NORMAL,0.003801481,0.00065007573,0.0031514054,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,-5C,-5.0,2.7,-2.3,NORMAL,0.005967319,0.0020666262,0.0039006928,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,-5C,-5.0,2.7,-2.3,NORMAL,0.07680357,0.022108015,0.054695558,True,False,True,No Alert -> Alert
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,-5C,-5.0,2.7,-2.3,NORMAL,0.48264647,0.19417429,0.28847218,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,-5C,-5.0,2.7,-2.3,NORMAL,0.70566684,0.35267845,0.3529884,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,-5C,-5.0,2.7,-2.3,NORMAL,0.5468042,0.20056617,0.34623802,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,-5C,-5.0,2.7,-2.3,NORMAL,0.38961077,0.12629136,0.2633194,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,-5C,-5.0,2.7,-2.3,NORMAL,0.6737519,0.51755935,0.15619254,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,-5C,-5.0,2.7,-2.3,NORMAL,0.7016301,0.6229481,0.078682005,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,-5C,-5.0,2.7,-2.3,NORMAL,0.8016423,0.696141,0.105501294,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,-5C,-5.0,2.7,-2.3,NORMAL,0.8755025,0.7588861,0.11661643,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,-5C,-5.0,2.7,-2.3,NORMAL,0.9443378,0.8626735,0.081664264,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,-5C,-5.0,2.7,-2.3,NORMAL,0.9335785,0.8620837,0.07149482,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL,0.59906715,0.40659234,0.19247481,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL,0.048789263,0.033446528,0.015342735,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL,0.01721235,0.016248524,0.00096382573,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL,0.00081355846,0.00064711354,0.00016644492,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 00:00:00,1,Baseline,0.0,2.7,2.7,NORMAL,0.00012257928,0.00012257928,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 01:00:00,2,Baseline,0.0,2.7,2.7,NORMAL,5.3212214e-05,5.3212214e-05,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 02:00:00,3,Baseline,0.0,2.7,2.7,NORMAL,6.139791e-05,6.139791e-05,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 03:00:00,4,Baseline,0.0,2.7,2.7,NORMAL,5.321536e-05,5.321536e-05,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 04:00:00,5,Baseline,0.0,2.7,2.7,NORMAL,0.00017476766,0.00017476766,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 05:00:00,6,Baseline,0.0,2.7,2.7,NORMAL,0.00037052133,0.00037052133,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 06:00:00,7,Baseline,0.0,2.7,2.7,NORMAL,0.00037112655,0.00037112655,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 07:00:00,8,Baseline,0.0,2.7,2.7,NORMAL,0.00065007573,0.00065007573,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 08:00:00,9,Baseline,0.0,2.7,2.7,NORMAL,0.0020666262,0.0020666262,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 09:00:00,10,Baseline,0.0,2.7,2.7,NORMAL,0.022108015,0.022108015,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 10:00:00,11,Baseline,0.0,2.7,2.7,NORMAL,0.19417429,0.19417429,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 11:00:00,12,Baseline,0.0,2.7,2.7,NORMAL,0.35267845,0.35267845,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 12:00:00,13,Baseline,0.0,2.7,2.7,NORMAL,0.20056617,0.20056617,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 13:00:00,14,Baseline,0.0,2.7,2.7,NORMAL,0.12629136,0.12629136,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 14:00:00,15,Baseline,0.0,2.7,2.7,NORMAL,0.51755935,0.51755935,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 15:00:00,16,Baseline,0.0,2.7,2.7,NORMAL,0.6229481,0.6229481,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 16:00:00,17,Baseline,0.0,2.7,2.7,NORMAL,0.696141,0.696141,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 17:00:00,18,Baseline,0.0,2.7,2.7,NORMAL,0.7588861,0.7588861,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 18:00:00,19,Baseline,0.0,2.7,2.7,NORMAL,0.8626735,0.8626735,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,Baseline,0.0,2.7,2.7,NORMAL,0.8620837,0.8620837,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL,0.40659234,0.40659234,0.0,True,True,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL,0.033446528,0.033446528,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL,0.016248524,0.016248524,0.0,False,False,False,No change
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL,0.00064711354,0.00064711354,0.0,False,False,False,No change
