fsa,forecast_origin,target_timestamp,horizon,scenario,temperature_delta_c,baseline_temperature_c,origin__Temp (°C),temperature_domain_status
M9W,2026-03-25 23:00:00,2026-03-26 19:00:00,20,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 20:00:00,21,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 21:00:00,22,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 22:00:00,23,+5C,5.0,2.7,7.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,4.3,-0.7000000000000002,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-5C,-5.0,2.7,-2.3,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,4.3,1.7999999999999998,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,-2.5C,-2.5,2.7,0.20000000000000018,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,4.3,4.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,Baseline,0.0,2.7,2.7,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,4.3,6.8,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+2.5C,2.5,2.7,5.2,NORMAL
L4T,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL
M5R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL
M5S,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL
M6G,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,4.3,9.3,NORMAL
M9R,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL
M9W,2026-03-25 23:00:00,2026-03-26 23:00:00,24,+5C,5.0,2.7,7.7,NORMAL
