fold,year,month_number,month_name,fsa,observations,mae,mape,mean_residual,actual_mean,predicted_mean
fold_2023,2023,6,Jun.,M9W,17280,2631.15854318497,17.3957381289767,2574.478226196397,14427.74113425926,11853.262908062863
fold_2023,2023,7,Jul.,M9W,17856,3514.573089535131,19.23667615225391,3320.624057977351,16919.120934139784,13598.496876162433
fold_2023,2023,8,Ago.,M9W,17856,2758.321102252804,17.672400973252945,2683.8128375435604,14915.90358422939,12232.090746685832
fold_2023,2023,9,Set.,M9W,17280,2681.7335729719343,17.577847252417207,2675.6542313550585,13939.556666666665,11263.902435311607
fold_2023,2023,10,Oct.,M9W,17856,1585.3788031461954,11.820145282879077,1571.0545492366332,12769.972961469533,11198.918412232902
fold_2023,2023,11,Nov.,M9W,17280,1422.187120536598,9.922892705543166,1404.6910336747121,13886.059033564814,12481.367999890104
fold_2023,2023,12,Dic.,M9W,17280,1181.2536459042994,8.014863217761487,1155.077043160867,14573.019403935186,13417.94236077432
fold_2024,2024,1,Ene.,L4T,17856,322.7038514501128,2.668164575386317,56.518000738785055,11903.503533826164,11846.98553308738
fold_2024,2024,2,Feb.,L4T,16704,396.4009352229315,3.539923086518606,31.465740776674014,11294.351197318008,11262.885456541333
fold_2024,2024,3,Mar.,L4T,17856,393.0022392947857,3.622362577757148,35.90326402682582,10747.102805779568,10711.199541752743
fold_2024,2024,4,Abr.,L4T,17280,327.5895749711195,3.245233263756393,35.05087947846912,9947.964490740742,9912.913611262271
fold_2024,2024,5,May.,L4T,17856,488.5271336325933,4.4537881815760505,96.15858021937126,10000.97489359319,9904.81631337382
fold_2024,2024,6,Jun.,L4T,17280,1189.4603399065936,8.990653601110202,179.11110742311416,12730.902118055556,12551.791010632442
fold_2024,2024,7,Jul.,L4T,17856,1380.5649402566262,8.42338858596367,866.1863965646837,15710.923101478493,14844.73670491381
fold_2024,2024,8,Ago.,L4T,17856,1182.7656588008113,8.327442202165468,160.9688479295923,13946.555639560931,13785.58679163134
fold_2024,2024,9,Set.,L4T,17280,777.8964614058298,6.474550989561341,-91.28544980222165,11630.734074074075,11722.019523876295
fold_2024,2024,10,Oct.,L4T,17856,296.23825900466517,3.060503094756713,-50.74510473292912,9604.162880824373,9654.907985557302
fold_2024,2024,11,Nov.,L4T,17280,267.6988637744532,2.6516364165201556,39.08873808103146,10322.592488425926,10283.503750344895
fold_2024,2024,12,Dic.,L4T,17280,339.482848416409,2.9015300170572544,48.178614154453456,11658.400439814814,11610.221825660361
fold_2024,2024,1,Ene.,M5R,17856,363.6818374632132,3.982945891860542,62.12373759386456,9061.850907258065,8999.7271696642
fold_2024,2024,2,Feb.,M5R,16704,388.0867536376978,4.918056546717929,-9.211554577818568,8119.969001436781,8129.1805560145995
fold_2024,2024,3,Mar.,M5R,17856,373.2550776081418,5.100112201496748,-26.86625705860682,7359.586855958782,7386.453113017388
fold_2024,2024,4,Abr.,M5R,17280,286.4980459080049,4.339475942295061,18.45161213394241,6534.763032407408,6516.311420273465
fold_2024,2024,5,May.,M5R,17856,241.86873688228332,3.7720224226089174,-35.39462546530975,6189.240120967742,6224.634746433052
fold_2024,2024,6,Jun.,M5R,17280,602.671056021048,7.844859803023458,-133.60552803672405,7473.287945601852,7606.893473638576
fold_2024,2024,7,Jul.,M5R,17856,582.0343239242038,6.36608202855968,240.17122756749313,8957.831182795699,8717.659955228206
fold_2024,2024,8,Ago.,M5R,17856,539.1452080439798,6.889806951236007,-88.65359845949422,7909.424243951614,7998.077842411108
fold_2024,2024,9,Set.,M5R,17280,353.7657167925508,5.226143357412366,-123.79681625761557,6832.073703703703,6955.87051996132
fold_2024,2024,10,Oct.,M5R,17856,233.77564291580876,3.8580419535528554,-56.78837614353246,6076.905813172043,6133.694189315575
