fold,mae,rmse,mape,wape,bias,n_observations
fold_2023,691.0499197708751,1242.0473236908972,6.508418519706652,7.657410342930689,-382.74574801162277,1257984
fold_2024,470.92398257856706,799.9789783139455,4.963960129647706,5.133482694773985,-43.80016494033614,1261440
