parameter_id,mean_pr_auc,mean_roc_auc,mean_f1,mean_recall,mean_precision,total_seconds
2,0.655594168188307,0.950005122127652,0.5471351185368647,0.580021359121954,0.636398367479828,50.321717400001944
3,0.6540774178217142,0.9487237306050572,0.5410584295843673,0.540408821671161,0.6653916348518499,28.349226300008013
1,0.6427306546353931,0.9446206872614065,0.5328300145363952,0.7106389099300991,0.500932559038232,34.97816450000391
