fold,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
fold_2023,0.7384893267651889,0.32603794375856343,0.45236143451300287,0.6559094234065892,1257984,10.9652428011803,4.84107905982906,0.07186087315542106,0.6124227869287926,0.915251134916879
fold_2024,0.4935348666009665,0.8218522619424233,0.6167199566755937,0.8933126747944651,1261440,4.0093860984271945,6.676575976661593,0.029352366761802157,0.6709036161191065,0.9785098318714881
