model,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
xgboost_classifier,0.5963299591375473,0.45905674289321385,0.5187658480149143,0.716962233029244,2519424,7.4825436290199665,5.760086432454402,0.050577464604432174,0.556495056248552,0.9175804832252802
