peak_records,mean_peak_consumption_kwh,median_peak_consumption_kwh,maximum_peak_consumption_kwh,mean_peak_temperature_c,mean_peak_relative_humidity_pct,most_common_peak_hour,most_common_peak_month,most_common_peak_weekday,most_common_peak_season,most_common_peak_fsa
6576,14544.019829683699,14892.1,33712.2,12.35580900243309,59.86116180048662,18,March,Sunday,Spring,L4T
