count,mean,median,standard_deviation,minimum,p01,p05,p25,p75,p95,p975,p99,maximum,skewness
262944,8792.71702187538,8111.4,4312.827798245116,1377.7,2586.3289999999997,3359.9,5224.900000000001,11543.999999999998,16622.984999999997,18340.1,21178.170000000006,33712.2,0.8494913349335336
