fsa,horizon,magnitude_c,metric,symmetry_residual
M5R,18,5.0,peak_risk_delta,-0.22380787134170532
M5R,19,5.0,peak_risk_delta,-0.3000321388244629
M5R,20,5.0,peak_risk_delta,-0.31412166357040405
M5R,21,5.0,peak_risk_delta,-0.40624138712882996
M5R,22,5.0,peak_risk_delta,-0.29836520552635193
M5R,23,5.0,peak_risk_delta,-0.07804779708385468
M5R,24,5.0,peak_risk_delta,0.0023172423243522644
M5S,1,5.0,peak_risk_delta,0.0036980623845010996
M5S,2,5.0,peak_risk_delta,0.00039415108039975166
M5S,3,5.0,peak_risk_delta,0.00035619063419289887
M5S,4,5.0,peak_risk_delta,0.0011572657385841012
M5S,5,5.0,peak_risk_delta,0.004219328984618187
M5S,6,5.0,peak_risk_delta,0.005834309384226799
M5S,7,5.0,peak_risk_delta,0.00242049153894186
M5S,8,5.0,peak_risk_delta,0.006249385420233011
M5S,9,5.0,peak_risk_delta,0.0020417834166437387
M5S,10,5.0,peak_risk_delta,0.0009222247172147036
M5S,11,5.0,peak_risk_delta,0.014815051108598709
M5S,12,5.0,peak_risk_delta,0.02831815555691719
M5S,13,5.0,peak_risk_delta,0.0714210644364357
M5S,14,5.0,peak_risk_delta,0.04674066603183746
M5S,15,5.0,peak_risk_delta,0.14066845178604126
M5S,16,5.0,peak_risk_delta,0.26327207684516907
M5S,17,5.0,peak_risk_delta,0.00773194432258606
M5S,18,5.0,peak_risk_delta,-0.33481961488723755
M5S,19,5.0,peak_risk_delta,-0.37027013301849365
M5S,20,5.0,peak_risk_delta,-0.33654171228408813
M5S,21,5.0,peak_risk_delta,-0.419879287481308
M5S,22,5.0,peak_risk_delta,-0.32063987851142883
M5S,23,5.0,peak_risk_delta,-0.13741406798362732
M5S,24,5.0,peak_risk_delta,0.09529975056648254
M6G,1,5.0,peak_risk_delta,0.00020627272897399962
M6G,2,5.0,peak_risk_delta,3.194129385519773e-05
M6G,3,5.0,peak_risk_delta,1.4659490261692554e-05
M6G,4,5.0,peak_risk_delta,0.00010292017395840958
M6G,5,5.0,peak_risk_delta,0.00015067511412780732
M6G,6,5.0,peak_risk_delta,0.0004879593616351485
M6G,7,5.0,peak_risk_delta,0.0003168091061525047
M6G,8,5.0,peak_risk_delta,0.0003592640860006213
M6G,9,5.0,peak_risk_delta,6.355228833854198e-05
M6G,10,5.0,peak_risk_delta,0.001387253636494279
M6G,11,5.0,peak_risk_delta,0.004121692385524511
M6G,12,5.0,peak_risk_delta,0.023330090567469597
M6G,13,5.0,peak_risk_delta,0.018905390053987503
M6G,14,5.0,peak_risk_delta,0.009110159240663052
M6G,15,5.0,peak_risk_delta,0.008988922461867332
M6G,16,5.0,peak_risk_delta,0.09820877015590668
M6G,17,5.0,peak_risk_delta,-0.011733531951904297
M6G,18,5.0,peak_risk_delta,-0.451684832572937
M6G,19,5.0,peak_risk_delta,-0.2877223491668701
M6G,20,5.0,peak_risk_delta,-0.12678289413452148
M6G,21,5.0,peak_risk_delta,-0.2315133810043335
M6G,22,5.0,peak_risk_delta,-0.04314588010311127
M6G,23,5.0,peak_risk_delta,-0.00813067052513361
M6G,24,5.0,peak_risk_delta,-0.00027099635917693377
M9R,1,5.0,peak_risk_delta,4.958863792126067e-05
M9R,2,5.0,peak_risk_delta,-2.2049247490940616e-05
M9R,3,5.0,peak_risk_delta,-6.497682988992892e-06
M9R,4,5.0,peak_risk_delta,4.540737791103311e-05
M9R,5,5.0,peak_risk_delta,5.760084604844451e-06
M9R,6,5.0,peak_risk_delta,0.00021968665532767773
M9R,7,5.0,peak_risk_delta,0.0003918034490197897
M9R,8,5.0,peak_risk_delta,0.0003657946072053164
M9R,9,5.0,peak_risk_delta,0.00016304041491821408
M9R,10,5.0,peak_risk_delta,0.00010014881263487041
M9R,11,5.0,peak_risk_delta,-0.0001550588058307767
M9R,12,5.0,peak_risk_delta,-0.002298054751008749
M9R,13,5.0,peak_risk_delta,-0.0011955671943724155
M9R,14,5.0,peak_risk_delta,-0.0007954321336001158
M9R,15,5.0,peak_risk_delta,-0.003175873775035143
M9R,16,5.0,peak_risk_delta,-0.023584187030792236
M9R,17,5.0,peak_risk_delta,-0.15896469354629517
M9R,18,5.0,peak_risk_delta,-0.18494948744773865
M9R,19,5.0,peak_risk_delta,-0.2838193476200104
M9R,20,5.0,peak_risk_delta,-0.30591148138046265
M9R,21,5.0,peak_risk_delta,-0.23761269450187683
M9R,22,5.0,peak_risk_delta,-0.009140066802501678
M9R,23,5.0,peak_risk_delta,-0.03324288874864578
M9R,24,5.0,peak_risk_delta,-0.0006911833770573139
M9W,1,5.0,peak_risk_delta,0.00012529417290352285
M9W,2,5.0,peak_risk_delta,4.014218575321138e-07
M9W,3,5.0,peak_risk_delta,-2.3284923372557387e-05
M9W,4,5.0,peak_risk_delta,7.673264190088958e-05
M9W,5,5.0,peak_risk_delta,0.00013403472257778049
M9W,6,5.0,peak_risk_delta,0.0008147538756020367
M9W,7,5.0,peak_risk_delta,0.0018298272043466568
M9W,8,5.0,peak_risk_delta,0.00288986973464489
M9W,9,5.0,peak_risk_delta,0.002428583102300763
M9W,10,5.0,peak_risk_delta,0.03857160732150078
M9W,11,5.0,peak_risk_delta,0.13371583819389343
M9W,12,5.0,peak_risk_delta,0.041349858045578
M9W,13,5.0,peak_risk_delta,0.16916264593601227
M9W,14,5.0,peak_risk_delta,0.15104037523269653
M9W,15,5.0,peak_risk_delta,-0.2979273200035095
M9W,16,5.0,peak_risk_delta,-0.4687414765357971
M9W,17,5.0,peak_risk_delta,-0.4819302558898926
M9W,18,5.0,peak_risk_delta,-0.47970670461654663
M9W,19,5.0,peak_risk_delta,-0.4476572871208191
M9W,20,5.0,peak_risk_delta,-0.4767097234725952
M9W,21,5.0,peak_risk_delta,-0.16039630770683289
M9W,22,5.0,peak_risk_delta,-0.012118980288505554
M9W,23,5.0,peak_risk_delta,-0.012323916889727116
M9W,24,5.0,peak_risk_delta,-7.716781692579389e-05
