parameter_id,mean_pr_auc,mean_roc_auc,mean_f1,mean_recall,mean_precision,total_seconds
3,0.6504071107593131,0.9552726484839692,0.506326291621714,0.4604379676182256,0.688727547355798,362.07431780001207
2,0.6390070952296277,0.9515041741215834,0.4631705413180904,0.39723177170426355,0.7085467786712488,822.2165118000121
1,0.5920426693756097,0.9414198979058731,0.5111844447529847,0.5206145531083853,0.6040066654604866,170.63304510000307
