fold,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
fold_2023,0.7591705786605647,0.2333026438839794,0.3569194596632877,0.6120939076284321,1257984,10.9652428011803,3.36975669006919,0.0666386070446679,0.6283987197282958,0.9330957959239498
fold_2024,0.6028965923462052,0.6880931667193926,0.6426836812897626,0.8345814411141592,1261440,4.0093860984271945,4.5759608066971085,0.022700755827062775,0.6727035039951333,0.9799094857822982
