model,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
random_forest_classifier,0.6690672633198154,0.3553154357431956,0.46414279824412485,0.6705508277211113,2519424,7.4825436290199665,3.9736860488746633,0.044639545735441745,0.5791374031065869,0.9410529791454607
