fsa,forecast_origin,horizon,target_timestamp,target_hour,target_weekday,target_month,target_is_weekend,target_hour_sin,target_hour_cos,target_weekday_sin,target_weekday_cos,target_month_sin,target_month_cos,target_season,target_lag_24h,target_lag_48h,target_lag_168h,origin_rolling_mean_24h,origin_rolling_std_24h,origin_rolling_mean_168h,_rf_origin_rolling_mean_24h,_rf_origin_rolling_std_24h,_rf_origin_rolling_mean_168h,origin__Temp (°C),origin__Rel Hum (%),origin__Stn Press (kPa),origin__reported_premise_count
M5S,2026-04-30 23:00:00,6,2026-05-01 05:00:00,5,4,5,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,3949.691187,3660.431331,3681.203719,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,7,2026-05-01 06:00:00,6,4,5,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4414.534851,4149.105625,4208.614623,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,8,2026-05-01 07:00:00,7,4,5,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4780.020797,4577.144362,4757.380513,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,9,2026-05-01 08:00:00,8,4,5,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4994.457866,4848.45215,5080.132867,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,10,2026-05-01 09:00:00,9,4,5,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5160.639787,5054.421776,5328.645883,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,11,2026-05-01 10:00:00,10,4,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5397.482102,5217.076014,5643.7894830000005,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,12,2026-05-01 11:00:00,11,4,5,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5541.283177,5417.804770000001,5795.64316,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,13,2026-05-01 12:00:00,12,4,5,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5436.064557,5463.699608000001,5790.197118,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,14,2026-05-01 13:00:00,13,4,5,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5367.800999,5433.109723,5593.117544,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,15,2026-05-01 14:00:00,14,4,5,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5310.18225,5491.340436,5485.86714,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,16,2026-05-01 15:00:00,15,4,5,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5347.99922,5559.210797,5560.234727,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,17,2026-05-01 16:00:00,16,4,5,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5516.935088,5643.933222,5740.325593,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,18,2026-05-01 17:00:00,17,4,5,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5587.217060999999,5777.5679,5851.8276240000005,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,19,2026-05-01 18:00:00,18,4,5,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5748.1494600000005,5866.331189,5909.308334,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,20,2026-05-01 19:00:00,19,4,5,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5763.640101,5913.275566,5940.798836,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,21,2026-05-01 20:00:00,20,4,5,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5695.613669,5756.49462,5793.028227,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,22,2026-05-01 21:00:00,21,4,5,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5436.897047,5397.704845,5451.741393,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,23,2026-05-01 22:00:00,22,4,5,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5033.194264,4986.537365,5072.095426,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M5S,2026-04-30 23:00:00,24,2026-05-01 23:00:00,23,4,5,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4588.579819,4528.023849,4707.818202,4928.110206708334,715.1743991292061,4943.510143517857,4930.633372125,713.80702192782,4944.641180202381,7.5,43.0,99.99,6488
M6G,2026-04-30 23:00:00,1,2026-05-01 00:00:00,0,4,5,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,8383.090121,7600.709448,7547.613292000001,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,2,2026-05-01 01:00:00,1,4,5,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,7766.426631,7125.271707,7115.759028,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,3,2026-05-01 02:00:00,2,4,5,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,7581.283208,6857.2522930000005,6848.209121,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,4,2026-05-01 03:00:00,3,4,5,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,7493.383523999999,6769.511496,6638.588725,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
