fsa,forecast_origin,horizon,target_timestamp,target_hour,target_weekday,target_month,target_is_weekend,target_hour_sin,target_hour_cos,target_weekday_sin,target_weekday_cos,target_month_sin,target_month_cos,target_season,target_lag_24h,target_lag_48h,target_lag_168h,origin_rolling_mean_24h,origin_rolling_std_24h,origin_rolling_mean_168h,_rf_origin_rolling_mean_24h,_rf_origin_rolling_std_24h,_rf_origin_rolling_mean_168h,origin__Temp (°C),origin__Rel Hum (%),origin__Stn Press (kPa),origin__reported_premise_count
M6G,2026-04-30 23:00:00,5,2026-05-01 04:00:00,4,4,5,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,7827.093803000001,7013.301812,7094.387569,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,6,2026-05-01 05:00:00,5,4,5,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,8641.397487,7688.922461999999,7815.824399999999,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,7,2026-05-01 06:00:00,6,4,5,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,9715.386676,8828.477803,8930.394115000001,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,8,2026-05-01 07:00:00,7,4,5,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10291.539484,9570.599492,9847.845741,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,9,2026-05-01 08:00:00,8,4,5,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10406.443753,9890.713995,10317.041923,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,10,2026-05-01 09:00:00,9,4,5,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10583.168115,10202.231148,10875.285557,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,11,2026-05-01 10:00:00,10,4,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10877.528696,10671.315697,11259.852116,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,12,2026-05-01 11:00:00,11,4,5,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11216.369657,10919.363684,11547.340325,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,13,2026-05-01 12:00:00,12,4,5,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11085.28951,11016.827677,11714.037194,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,14,2026-05-01 13:00:00,13,4,5,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10776.640592,10944.010717,11417.334169,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,15,2026-05-01 14:00:00,14,4,5,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10833.330547,10916.538947,11352.967088,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,16,2026-05-01 15:00:00,15,4,5,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11044.931248,11463.601864,11601.905281,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,17,2026-05-01 16:00:00,16,4,5,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11551.146863,12125.844905,12029.994167,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,18,2026-05-01 17:00:00,17,4,5,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11977.484479,12517.970992,12274.066401,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,19,2026-05-01 18:00:00,18,4,5,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,12285.160136,12826.57966,12466.372691,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,20,2026-05-01 19:00:00,19,4,5,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,12601.978835999998,12815.304565,12572.289684,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,21,2026-05-01 20:00:00,20,4,5,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,12345.672008,12466.494487,12310.692777,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,22,2026-05-01 21:00:00,21,4,5,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11503.301354,11554.275715,11617.911646,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,23,2026-05-01 22:00:00,22,4,5,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10226.520679,10259.897556,10452.418188,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M6G,2026-04-30 23:00:00,24,2026-05-01 23:00:00,23,4,5,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,9074.010404,9126.012881,9463.062957,10255.857512,1589.4628700218555,10253.846178541668,10253.690742125,1591.1046472865057,10257.638246160714,7.5,43.0,99.99,12121
M9R,2026-04-30 23:00:00,1,2026-05-01 00:00:00,0,4,5,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4002.852486,3664.095367,3601.405903,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,2,2026-05-01 01:00:00,1,4,5,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,3748.700761,3399.180739,3346.945747,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,3,2026-05-01 02:00:00,2,4,5,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,3622.806726,3301.145368,3240.434379,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,4,2026-05-01 03:00:00,3,4,5,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,3650.464072,3306.114935,3287.417051,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,5,2026-05-01 04:00:00,4,4,5,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,3877.508165,3552.438779,3515.611195,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,6,2026-05-01 05:00:00,5,4,5,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4315.372796,3989.082871,3909.971524,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,7,2026-05-01 06:00:00,6,4,5,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4783.265464,4392.699148,4368.545824000001,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,8,2026-05-01 07:00:00,7,4,5,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4737.627674,4381.917676,4485.520434,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,9,2026-05-01 08:00:00,8,4,5,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4599.119971,4486.744766,4586.479975,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,10,2026-05-01 09:00:00,9,4,5,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4513.603661,4564.640153,4709.399732,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,11,2026-05-01 10:00:00,10,4,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4595.802581,4685.2790430000005,4836.88018,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,12,2026-05-01 11:00:00,11,4,5,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4733.632509,4713.77706,5018.068037,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,13,2026-05-01 12:00:00,12,4,5,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4678.069936,4765.671815,4978.665352999999,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,14,2026-05-01 13:00:00,13,4,5,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4547.953832,4704.491889,4750.29347,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,15,2026-05-01 14:00:00,14,4,5,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4699.815285,4957.945597,4830.487863,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,16,2026-05-01 15:00:00,15,4,5,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5017.531274,5348.7791130000005,5115.887936,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,17,2026-05-01 16:00:00,16,4,5,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5408.063536000001,5843.9480300000005,5490.62715,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,18,2026-05-01 17:00:00,17,4,5,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5471.918877,5944.756582,5408.846259999999,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,19,2026-05-01 18:00:00,18,4,5,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5736.643331,6118.3272130000005,5706.920783,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,20,2026-05-01 19:00:00,19,4,5,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,6164.047369999999,6339.63672,6154.916028,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,21,2026-05-01 20:00:00,20,4,5,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,6187.711698,6169.101135000001,6080.389007,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,22,2026-05-01 21:00:00,21,4,5,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,5674.196945,5658.450845,5632.774833,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,23,2026-05-01 22:00:00,22,4,5,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4982.196879,4991.261376,5040.970978,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9R,2026-04-30 23:00:00,24,2026-05-01 23:00:00,23,4,5,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,4375.067768,4463.961138,4524.2298120000005,4758.869456958333,728.2130256045143,4846.893532666667,4755.1655665416665,730.0020968920763,4849.169879702381,6.3,47.0,99.28,6048
M9W,2026-04-30 23:00:00,1,2026-05-01 00:00:00,0,4,5,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10184.898378,9457.07793,9426.752932,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,2,2026-05-01 01:00:00,1,4,5,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,9704.665547,9084.00102,8926.263088,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,3,2026-05-01 02:00:00,2,4,5,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,9457.021869,8830.249823999999,8675.27763,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,4,2026-05-01 03:00:00,3,4,5,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,9594.898938,8958.915833,8802.402761,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,5,2026-05-01 04:00:00,4,4,5,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10120.796355,9538.15662,9345.102426,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,6,2026-05-01 05:00:00,5,4,5,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11031.736266,10318.471878,10229.811689,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,7,2026-05-01 06:00:00,6,4,5,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,12254.601186,11477.331213,11417.430987,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,8,2026-05-01 07:00:00,7,4,5,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13047.066129,12469.092468,12473.453355,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,9,2026-05-01 08:00:00,8,4,5,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13539.363631,13356.278157,13367.210679,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,10,2026-05-01 09:00:00,9,4,5,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14182.348127,14053.833571,14126.070033,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,11,2026-05-01 10:00:00,10,4,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14404.032364,14569.902931,14557.393315,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,12,2026-05-01 11:00:00,11,4,5,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14656.871391,14581.764161,14658.375509,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,13,2026-05-01 12:00:00,12,4,5,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14592.100393,14713.503775,14716.320372,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,14,2026-05-01 13:00:00,13,4,5,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14231.868639,14623.767743,14247.40608,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,15,2026-05-01 14:00:00,14,4,5,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14084.936522,14594.637937,13994.247247,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,16,2026-05-01 15:00:00,15,4,5,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13963.228849,14649.227768,13745.679425,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,17,2026-05-01 16:00:00,16,4,5,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13728.363902,14405.90239,13662.796538,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,18,2026-05-01 17:00:00,17,4,5,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13520.565067,14234.989581,13326.082237,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,19,2026-05-01 18:00:00,18,4,5,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,13810.873489,14346.208523,13638.579513,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,20,2026-05-01 19:00:00,19,4,5,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14562.863947999998,14739.609776,14448.58434,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,21,2026-05-01 20:00:00,20,4,5,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,14242.837695,14290.850482999998,14289.133236,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,22,2026-05-01 21:00:00,21,4,5,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,12913.784137,13125.68163,13271.119789,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,23,2026-05-01 22:00:00,22,4,5,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,11734.939362,11844.867265,12072.998683000002,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
M9W,2026-04-30 23:00:00,24,2026-05-01 23:00:00,23,4,5,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,Spring,10828.139161,10840.575387,11028.767696,12683.551565458334,1835.9868515007317,12537.204483434525,12683.033389375001,1836.5312895974425,12541.338397214286,6.3,47.0,99.28,11219
