fold,year,month_number,month_name,fsa,observations,mae,mape,mean_residual,actual_mean,predicted_mean
fold_2024,2024,4,Apr,M5R,17280,344.279266648806,5.350341657744673,-130.18269366072036,6534.763032407408,6664.945726068128
fold_2024,2024,5,May,M5R,17856,306.5902452467954,4.884444933001498,-116.45286770775029,6189.240120967742,6305.692988675492
fold_2024,2024,6,Jun,M5R,17280,595.9477216765505,7.717311682382322,34.6642845547337,7473.287945601852,7438.623661047119
fold_2024,2024,7,Jul,M5R,17856,615.6922509460493,6.75938674092705,293.98254782936084,8957.831182795699,8663.848634966338
fold_2024,2024,8,Aug,M5R,17856,566.0325517045806,7.132500905075241,34.815926336135405,7909.424243951614,7874.608317615478
fold_2024,2024,9,Sep,M5R,17280,338.08418019871164,4.946647535883898,-60.599782672079684,6832.073703703703,6892.673486375784
fold_2024,2024,10,Oct,M5R,17856,292.7573744140386,4.918279293816825,-167.6867540874007,6076.905813172043,6244.592567259444
fold_2024,2024,11,Nov,M5R,17280,280.24977076366844,4.159453874368512,-53.63500491033937,6938.697968750001,6992.332973660339
fold_2024,2024,12,Dec,M5R,17280,396.3266700530101,4.651910951205945,41.43864891896089,8616.84829861111,8575.40964969215
fold_2024,2024,1,Jan,M5S,17856,193.75152946385782,3.996412781393424,43.58080773711445,4769.8179547491045,4726.23714701199
fold_2024,2024,2,Feb,M5S,16704,209.48780119844452,4.9256123207399085,-6.197074408340041,4326.479986829502,4332.677061237841
fold_2024,2024,3,Mar,M5S,17856,204.18456408974797,5.162863590292015,-51.88943062990287,4000.618660394265,4052.508091024168
fold_2024,2024,4,Apr,M5S,17280,181.7106264616936,5.21608793234672,-79.1334681986035,3560.8425694444445,3639.9760376430477
fold_2024,2024,5,May,M5S,17856,159.43433252289014,4.827529668580862,-74.48702017157711,3325.2024193548386,3399.6894395264158
fold_2024,2024,6,Jun,M5S,17280,269.40533628601617,6.805824240441169,13.04267693098424,3879.3164930555554,3866.2738161245716
fold_2024,2024,7,Jul,M5S,17856,271.0996066318902,5.8848844298868865,144.5164640341967,4520.495318100358,4375.978854066161
fold_2024,2024,8,Aug,M5S,17856,268.512903264919,6.562039446741304,25.312625539204873,4106.228640232975,4080.91601469377
fold_2024,2024,9,Sep,M5S,17280,185.53841640638885,4.962651653560994,-24.95235205202448,3757.1605381944446,3782.1128902464693
fold_2024,2024,10,Oct,M5S,17856,157.46076086271427,4.771558298369919,-98.50275937070136,3388.8492103494623,3487.3519697201637
fold_2024,2024,11,Nov,M5S,17280,156.7333116856494,4.217918542512453,-31.892555642471294,3831.6637615740738,3863.5563172165457
fold_2024,2024,12,Dec,M5S,17280,196.86088777033066,4.362474056422879,7.184456539964527,4546.381649305556,4539.197192765591
fold_2024,2024,1,Jan,M6G,17856,498.98356668172266,3.613540139826986,221.7218673806079,13622.800280017922,13401.078412637313
fold_2024,2024,2,Feb,M6G,16704,526.0757729959448,4.219397137196828,109.02436390432038,12526.288350095785,12417.263986191465
fold_2024,2024,3,Mar,M6G,17856,529.7533771387621,4.603340815072591,-30.415591597997263,11513.18892249104,11543.604514089038
fold_2024,2024,4,Apr,M6G,17280,488.5668603068294,4.80210147805136,-118.0433487846202,10292.37480324074,10410.41815202536
fold_2024,2024,5,May,M6G,17856,433.23620187245984,4.433266368594229,-126.35430514474874,9664.019998879929,9790.374304024675
fold_2024,2024,6,Jun,M6G,17280,943.3153318830716,7.734114589318723,130.39881357197874,11784.05234375,11653.65353017802
fold_2024,2024,7,Jul,M6G,17856,1034.7237957261775,7.1619499102575155,570.1132042094276,14208.28704077061,13638.173836561182
fold_2024,2024,8,Aug,M6G,17856,963.1759327042649,7.641770426310119,164.8389327685458,12602.817909946236,12437.97897717769
fold_2024,2024,9,Sep,M6G,17280,566.1884622821204,5.227029175206962,-18.575634289112777,10779.73927662037,10798.314910909483
fold_2024,2024,10,Oct,M6G,17856,409.27610469610477,4.446077549377381,-191.63767788033996,9431.158473342293,9622.796151222634
fold_2024,2024,11,Nov,M6G,17280,390.68667113544666,3.7250767632661916,-3.7363837196664225,10777.25097800926,10780.987361728927
fold_2024,2024,12,Dec,M6G,17280,534.6476596480724,4.115698531223482,150.41352206045605,13031.82984375,12881.416321689545
fold_2024,2024,1,Jan,M9R,17856,334.7870952403958,5.592982225937096,189.29108088025959,5897.853158602151,5708.562077721891
fold_2024,2024,2,Feb,M9R,16704,351.1114277173757,6.314760805052138,132.58070980707626,5549.102514367816,5416.52180456074
fold_2024,2024,3,Mar,M9R,17856,332.35137591728625,6.325477421788129,32.73002590197269,5203.488894489247,5170.758868587274
fold_2024,2024,4,Apr,M9R,17280,315.1905255848779,6.633841781739311,-86.56248121210983,4772.310457175926,4858.872938388035
fold_2024,2024,5,May,M9R,17856,348.5940452879089,7.002478321638391,-89.78430379808664,4844.8015625,4934.585866298086
fold_2024,2024,6,Jun,M9R,17280,684.1769815747903,10.264941715555125,127.0376731730087,6305.367256944444,6178.329583771435
fold_2024,2024,7,Jul,M9R,17856,881.728624473853,11.22226428660108,470.9329208400382,7853.6169690860215,7382.684048245983
fold_2024,2024,8,Aug,M9R,17856,727.2070079792624,10.168669943263906,182.85887631033913,6887.026411290322,6704.167534979983
fold_2024,2024,9,Sep,M9R,17280,426.00568223995174,7.421772412814818,-45.21041279809906,5492.040295138889,5537.250707936988
fold_2024,2024,10,Oct,M9R,17856,302.6440415512692,6.620150236380542,-139.5739529310691,4606.456334005376,4746.030286936446
fold_2024,2024,11,Nov,M9R,17280,299.3149132822874,5.91019420137078,29.660361370534837,5092.178674768518,5062.518313397984
fold_2024,2024,12,Dec,M9R,17280,353.80225392953685,5.840408519047124,196.01203058484379,5998.721128472222,5802.709097887378
fold_2024,2024,1,Jan,M9W,17856,949.8360330372745,6.024771739886881,863.2822635726315,15629.890725806452,14766.60846223382
fold_2024,2024,2,Feb,M9W,16704,829.1974608662841,5.579385277733748,716.471762211059,14815.046833093871,14098.57507088281
fold_2024,2024,3,Mar,M9W,17856,737.0250911813358,5.204320209403198,544.1854864846855,14036.384318996415,13492.198832511729
fold_2024,2024,4,Apr,M9W,17280,628.6049325319252,4.738521019044132,376.8879750182254,13115.33789351852,12738.449918500293
fold_2024,2024,5,May,M9W,17856,684.4215747275746,5.083345855543051,314.25774721752754,12807.489292114697,12493.231544897168
fold_2024,2024,6,Jun,M9W,17280,1408.7429783099458,8.64993195381928,660.0207634235911,15263.267893518518,14603.247130094927
fold_2024,2024,7,Jul,M9W,17856,1811.2608198145044,9.528217014156967,1256.3217947793912,18048.457991711468,16792.13619693208
fold_2024,2024,8,Aug,M9W,17856,1437.9768043856532,8.547927673191468,687.3165977409409,16071.374165546596,15384.057567805652
fold_2024,2024,9,Sep,M9W,17280,892.5752363555197,6.276967185939578,399.7135493605451,13687.797685185185,13288.08413582464
fold_2024,2024,10,Oct,M9W,17856,495.8937105448951,4.062548411694149,221.27800056384675,12228.939079301075,12007.661078737228
fold_2024,2024,11,Nov,M9W,17280,597.418421139273,4.475706428158292,460.32271779237533,13317.40138888889,12857.078671096513
fold_2024,2024,12,Dec,M9W,17280,826.0401319744238,5.475141657198658,726.7918081333903,14994.380914351852,14267.589106218462
