fold,threshold,precision,recall,f1,balanced_accuracy,true_positive,false_positive,false_negative,true_negative,missed_peak_rate_pct,false_alarm_rate_pct,predicted_peak_rate_pct,actual_peak_rate_pct,n_observations
fold_2023,0.22,0.6490408518395757,0.4542594297562001,0.5344563618141885,0.7120039563134735,62661,33883,75280,1086160,54.57405702437998,3.0251517129253074,7.6745014245014245,10.9652428011803,1257984
fold_2023,0.23,0.653042045910502,0.4483583561087711,0.5316810446728305,0.7095105447965553,61847,32859,76094,1087184,55.16416438912288,2.933726651566056,7.528394637769638,10.9652428011803,1257984
fold_2023,0.24,0.6571603901556747,0.4425152782711449,0.5288896013031404,0.7070416670702142,61041,31845,76900,1088198,55.74847217288551,2.843194413071641,7.383718711843712,10.9652428011803,1257984
fold_2023,0.25,0.6607953673035162,0.4367809425768988,0.5259275747537306,0.7045838585066186,60250,30928,77691,1089115,56.32190574231012,2.761322556366139,7.2479459198209195,10.9652428011803,1257984
fold_2023,0.26,0.6642544447422496,0.4311988458833849,0.5229355781699893,0.7021785096374711,59480,30064,78461,1089979,56.8801154116615,2.684182660844271,7.118055555555555,10.9652428011803,1257984
fold_2023,0.27,0.6677129177896808,0.4256457470947724,0.5198827664981361,0.6997791779035583,58714,29219,79227,1090824,57.43542529052276,2.6087391287655923,6.9899935134310125,10.9652428011803,1257984
fold_2023,0.28,0.6711167154475307,0.42055661478458184,0.5170824754213796,0.6975872767800734,58012,28429,79929,1091614,57.944338521541816,2.5382061224435133,6.871391051078551,10.9652428011803,1257984
fold_2023,0.29,0.674576550490248,0.41546748247439125,0.514226238010211,0.695391804365129,57310,27647,80631,1092396,58.453251752560874,2.468387374413304,6.753424526862027,10.9652428011803,1257984
fold_2023,0.3,0.6777215462474426,0.4106538302607637,0.511420884418844,0.6933019303753323,56646,26937,81295,1093106,58.93461697392364,2.4049969510099167,6.644202152014652,10.9652428011803,1257984
fold_2023,0.31,0.6813690896259703,0.4059634191429669,0.508788108682715,0.6912915333907476,55999,26187,81942,1093856,59.403658085703306,2.3380352361471837,6.533151455026455,10.9652428011803,1257984
fold_2023,0.32,0.6845549576297396,0.40115701640556467,0.5058690167111566,0.6891954630875501,55336,25499,82605,1094544,59.884298359443534,2.2766090230464364,6.425757402319903,10.9652428011803,1257984
fold_2023,0.33,0.6877051344927755,0.3964521063353173,0.5029568384361406,0.6871398716549846,54687,24834,83254,1095209,60.354789366468275,2.2172363025348134,6.321304563492064,10.9652428011803,1257984
fold_2023,0.34,0.6909290791021118,0.391834189979774,0.5000717031581772,0.6851237593768793,54050,24178,83891,1095865,60.81658100202261,2.158667122601543,6.218521062271062,10.9652428011803,1257984
fold_2023,0.35,0.694337712238434,0.38776723381735667,0.4976253273606014,0.6833719669095265,53489,23547,84452,1096496,61.223276618264336,2.1023299998303635,6.12376628001628,10.9652428011803,1257984
fold_2023,0.36,0.6970476492005699,0.3830550742708839,0.4944115651828113,0.6812756985899575,52839,22965,85102,1097078,61.69449257291161,2.0503677090968826,6.025831807081807,10.9652428011803,1257984
fold_2023,0.37,0.7002841670687899,0.378741635916805,0.4916041308899292,0.6793890583295311,52244,22360,85697,1097683,62.1258364083195,1.9963519257742783,5.930441086691086,10.9652428011803,1257984
fold_2023,0.38,0.7033134580304392,0.37453693970610624,0.488781876924678,0.6775393790949304,51664,21794,86277,1098249,62.54630602938938,1.9458181516245356,5.839342948717949,10.9652428011803,1257984
fold_2023,0.39,0.7064199886616612,0.3703684908765342,0.48595561727749187,0.6757060379051635,51089,21232,86852,1098811,62.96315091234659,1.895641506620728,5.748960241147741,10.9652428011803,1257984
fold_2023,0.4,0.7093829864914202,0.36622903995186346,0.4830675814587268,0.6738755889706043,50518,20696,87423,1099347,63.37709600481365,1.8477862010654946,5.660962301587301,10.9652428011803,1257984
fold_2023,0.41,0.7122769989874934,0.3620895890271928,0.48011188864964627,0.6720379974531264,49947,20176,87994,1099867,63.79104109728072,1.8013594120939997,5.574236238298738,10.9652428011803,1257984
fold_2023,0.42,0.7154400903640629,0.3581531234368317,0.47734486340249765,0.6703045770713978,49404,19650,88537,1100393,64.18468765631683,1.754396929403603,5.489259004884005,10.9652428011803,1257984
fold_2023,0.43,0.7182949430765158,0.35402092198838636,0.4742845765732517,0.6684607892405194,48834,19152,89107,1100891,64.59790780116137,1.7099343507347486,5.404361263736264,10.9652428011803,1257984
fold_2023,0.44,0.721097985334309,0.35003371006444783,0.47129331381161543,0.6666801215318137,48284,18675,89657,1101368,64.99662899355522,1.6673467000820503,5.322722705535206,10.9652428011803,1257984
fold_2023,0.45,0.7238819564623372,0.34569127380546755,0.4679243431543311,0.6647258593584787,47685,18189,90256,1101854,65.43087261945324,1.6239555088509994,5.236473595848596,10.9652428011803,1257984
fold_2023,0.46,0.7266812617557276,0.3416968124053037,0.46482547102360416,0.6629344243287416,47134,17728,90807,1102315,65.83031875946963,1.5827963747820397,5.156027421652422,10.9652428011803,1257984
fold_2023,0.47,0.7297733107896549,0.3379343342443508,0.4619531555815417,0.6612616593872045,46615,17261,91326,1102782,66.20656657556492,1.5411015469941778,5.077648046398046,10.9652428011803,1257984
fold_2023,0.48,0.7324860015271061,0.3338166317483562,0.45862403824605963,0.659401014815201,46047,16817,91894,1103226,66.61833682516438,1.50146021179544,4.997201872201872,10.9652428011803,1257984
fold_2023,0.49,0.7354761558475138,0.32993816196779785,0.4555254176216833,0.6576617722466451,45512,16369,92429,1103674,67.00618380322022,1.4614617474507674,4.919060973748474,10.9652428011803,1257984
fold_2023,0.5,0.7384893267651889,0.32603794375856343,0.45236143451300287,0.6559094234065892,44974,15926,92967,1104117,67.39620562414366,1.4219096945385132,4.84107905982906,10.9652428011803,1257984
fold_2023,0.51,0.7410181138873136,0.322072480263301,0.4489956795270219,0.6541048098204928,44427,15527,93514,1104516,67.79275197366991,1.3862860622315394,4.765879375254375,10.9652428011803,1257984
fold_2023,0.52,0.7443459994240119,0.3185274863891084,0.44613900593999084,0.6525269482679308,43938,15091,94003,1104952,68.14725136108916,1.3473589853246706,4.692349028286529,10.9652428011803,1257984
