threshold,min_precision,mean_precision,max_precision,min_recall,mean_recall,max_recall,worst_fold_f1,mean_f1,f1_range,worst_fold_balanced_accuracy,mean_balanced_accuracy,max_missed_peak_rate_pct,mean_missed_peak_rate_pct,mean_false_alarm_rate_pct
0.23,0.3742343536627243,0.5136381997866131,0.653042045910502,0.4483583561087711,0.6874621581239838,0.9265659601391965,0.5316810446728305,0.532409348880668,0.0014566084156749648,0.7095105447965553,0.8202184385255198,55.16416438912288,31.253784187601617,4.702528107294412
0.24,0.37913560395653656,0.5181479970561056,0.6571603901556747,0.4425152782711449,0.6828006634949524,0.9230860487187599,0.5288896013031404,0.5331968874148708,0.008614572223460737,0.7070416670702142,0.818507748931013,55.74847217288551,31.719933650504764,4.5785165632926486
0.25,0.38410934933513824,0.5224523583193272,0.6607953673035162,0.4367809425768988,0.6784505788493478,0.9201202151217969,0.5259275747537306,0.5339488859915431,0.016042622475624935,0.7045838585066186,0.8169162479553352,56.32190574231012,32.15494211506522,4.461808293867738
0.26,0.38900212207376095,0.5266282834080053,0.6642544447422496,0.4311988458833849,0.6740975248081904,0.9169962037329958,0.5229355781699893,0.5346024954142428,0.02333383448850701,0.7021785096374711,0.8152984251378115,56.8801154116615,32.590247519180956,4.35006745325674
0.27,0.39397503089181474,0.5308439743407478,0.6677129177896808,0.4256457470947724,0.6698677169513723,0.9140896868079722,0.5198827664981361,0.5352553701834003,0.030745207370528327,0.6997791779035583,0.8137295194739205,57.43542529052276,33.01322830486277,4.240867800353144
0.28,0.3985486563394656,0.5348326858934982,0.6711167154475307,0.42055661478458184,0.6658204617738157,0.9110843087630497,0.5170824754213796,0.5358032162537091,0.03744148166465888,0.6975872767800734,0.8122076118928541,57.944338521541816,33.41795382261842,4.140523798810784
0.29,0.4032093734080489,0.5388929619491485,0.674576550490248,0.41546748247439125,0.6615754843564616,0.9076834862385321,0.514226238010211,0.5363018315271513,0.04415118703388077,0.695391804365129,0.8105881545083282,58.453251752560874,33.84245156435383,4.0399175339805256
0.3,0.4076408139980568,0.5426811801227497,0.6777215462474426,0.4106538302607637,0.6574385886514195,0.9042233470420753,0.511420884418844,0.536683390606785,0.05052501237588203,0.6933019303753323,0.8089862272180749,58.93461697392364,34.256141134858055,3.9466134215269726
0.31,0.41224330953092053,0.5468061995784455,0.6813690896259703,0.4059634191429669,0.6532941107103636,0.9006248022777602,0.508788108682715,0.5371921098331032,0.05680800230077654,0.6912915333907476,0.8073935663213553,59.403658085703306,34.67058892896364,3.850697806765303
0.32,0.417025812558007,0.5507903850938733,0.6845549576297396,0.40115701640556467,0.6492300425273632,0.8973030686491617,0.5058690167111566,0.5376414387629209,0.06354484410352856,0.6891954630875501,0.8058252069078123,59.884298359443534,35.07699574726368,3.7579628711738478
0.33,0.42137121219186896,0.5545381733423222,0.6877051344927755,0.3964521063353173,0.6448707067582945,0.8932893071812718,0.5029568384361406,0.5377929412244711,0.06967220557666087,0.6871398716549846,0.8040832270911568,60.354789366468275,35.51292932417055,3.670425257598093
