refinement_id,mean_mae,std_mae,mean_rmse,mean_mape,fold_mae_range,horizon_mae_range,mae_improvement_vs_incumbent_pct,selected,decision
R1_more_trees,527.9289307742235,85.73275387809716,896.4942008297938,5.403573831045826,74.45983261870077,144.43246642730276,0.1501742617127933,False,KEEP_INCUMBENT: no local alternative exceeded the configured minimum MAE improvement required to justify changing the already-selected forecasting model.
R0_incumbent,528.7229365406797,85.7194042375815,898.0145525110289,5.411028368319841,74.94185046715808,144.29507407409432,0.0,True,KEEP_INCUMBENT: no local alternative exceeded the configured minimum MAE improvement required to justify changing the already-selected forecasting model.
R2_leaf_3,528.771766579186,89.33450046079479,899.2222458709208,5.405013699196886,81.23080547680212,150.15353025441868,-0.009235468168969068,False,KEEP_INCUMBENT: no local alternative exceeded the configured minimum MAE improvement required to justify changing the already-selected forecasting model.
R3_features_08,531.5140552420896,86.55987645619268,902.8264541569279,5.435193305415464,78.17271977108572,144.13974929758945,-0.5278981690621563,False,KEEP_INCUMBENT: no local alternative exceeded the configured minimum MAE improvement required to justify changing the already-selected forecasting model.
