model_key,model,family,precision,recall,f1,pr_auc,roc_auc,balanced_accuracy,brier_score,positive_rate_pct,predicted_positive_rate_pct,n_observations,fold_pr_auc_mean,fold_pr_auc_std,fold_pr_auc_range,horizon_pr_auc_slope,short_horizon_pr_auc_h01_h06,long_horizon_pr_auc_h19_h24,m9w_2023_precision,m9w_2023_recall,m9w_2023_f1,m9w_2023_pr_auc,m9w_2023_roc_auc,m9w_2023_brier_score,runtime_seconds_evidence,runtime_minutes_evidence,runtime_source,primary_rank_pr_auc
logistic_regression,Logistic Regression,Baseline,0.8432674625645815,0.3064922526880865,0.4495807963895967,0.6752760326660672,0.9436348227978448,0.6509425166333169,,7.4825436290199665,,2519424,0.6414708525039857,0.10268447750011023,0.20536895500022045,2.5991145298344563e-05,0.6413910236502575,0.6418611918015855,0.9156281499129478,0.3708525089073634,0.5278944448846977,0.8844450900848948,0.9122759281822724,,,,unavailable,1.0
hist_gradient_boosting,HistGradientBoosting,Gradient Boosting,0.8227935920615566,0.2076046192120604,0.3315528860612581,0.5799093571394902,0.9087340989129152,0.6019942151603916,,7.4825436290199665,,2519424,0.6532790929606829,0.02875037504956507,0.05750075009913014,-0.009619608068895055,0.7672408314793495,0.5916341230922307,0.9907893673749696,0.113782289192399,0.2041230764109094,0.896260693885092,0.8931993554549372,,,,unavailable,2.0
random_forest,Random Forest Classifier,Bagging,0.6690672633198154,0.3553154357431956,0.4641427982441248,0.5791374031065869,0.9410529791454608,0.6705508277211113,0.0446395457354417,7.4825436290199665,3.9736860488746633,2519424,0.6505511118617145,0.022152392133418797,0.044304784266837594,-0.007502117866957759,0.7360879766741895,0.600645044798218,0.98799022212775,0.1725059382422802,0.2937264009352734,0.9276785590706174,0.9259912494054792,0.3021865706519088,1354.9238747000272,22.58206457833379,tuning_details:sum(task_seconds),3.0
xgboost,XGBoost Classifier,Gradient Boosting,0.5963299591375473,0.4590567428932138,0.5187658480149143,0.556495056248552,0.9175804832252802,0.716962233029244,0.0505774646044321,7.4825436290199665,5.760086432454402,2519424,0.6416632015239496,0.02924041459515697,0.05848082919031394,-0.010639192752867286,0.7696681903319448,0.5737004832270938,0.9832716908146992,0.2688724762470308,0.4222751681275364,0.914291695616944,0.9106178956211712,0.3241305571714456,113.64910820001387,1.8941518033335645,tuning_details:sum(task_seconds),4.0
lightgbm,LightGBM Classifier,Gradient Boosting,0.5552876787816546,0.4703819814658625,0.5093205517376058,0.5323791396257558,0.9091759727898217,0.7199572212174594,0.0533475433969925,7.4825436290199665,6.338432911649647,2519424,0.6295195558126316,0.03633246308683391,0.07266492617366782,-0.010181464778940781,0.7570145552311324,0.5703723416019714,0.9789300907781464,0.2711549881235154,0.4246779385158651,0.9079054432765284,0.9061445164878834,0.325402260511734,88.6894203999691,1.4781570066661516,tuning_details:sum(task_seconds),5.0
