model_key,model,family,precision,recall,f1,pr_auc,roc_auc,balanced_accuracy,brier_score,positive_rate_pct,predicted_positive_rate_pct,n_observations
logistic_regression,Logistic Regression,Baseline,0.8432674625645815,0.3064922526880865,0.4495807963895967,0.6752760326660672,0.9436348227978448,0.6509425166333169,,7.4825436290199665,,2519424
hist_gradient_boosting,HistGradientBoosting,Gradient Boosting,0.8227935920615566,0.2076046192120604,0.3315528860612581,0.5799093571394902,0.9087340989129152,0.6019942151603916,,7.4825436290199665,,2519424
random_forest,Random Forest Classifier,Bagging,0.6690672633198154,0.3553154357431956,0.4641427982441248,0.5791374031065869,0.9410529791454608,0.6705508277211113,0.0446395457354417,7.4825436290199665,3.9736860488746633,2519424
xgboost,XGBoost Classifier,Gradient Boosting,0.5963299591375473,0.4590567428932138,0.5187658480149143,0.556495056248552,0.9175804832252802,0.716962233029244,0.0505774646044321,7.4825436290199665,5.760086432454402,2519424
lightgbm,LightGBM Classifier,Gradient Boosting,0.5552876787816546,0.4703819814658625,0.5093205517376058,0.5323791396257558,0.9091759727898217,0.7199572212174594,0.0533475433969925,7.4825436290199665,6.338432911649647,2519424
