fold,horizon,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc,model_key,model,family,predicted_positive_rate_pct,brier_score
fold_2023,24,0.6904296875,0.2456140350877192,0.3623318385650224,0.6160130442482468,52416,10.983287545787546,0.5675049890151159,0.9179894673606824,random_forest,Random Forest Classifier,Bagging,3.907203907203907,0.0686053834429805
fold_2024,1,0.7336561743341404,0.7190317987660181,0.7262703739213806,0.8540652819767101,52560,4.00875190258752,0.798166058238675,0.9887768878507472,random_forest,Random Forest Classifier,Bagging,3.928843226788433,0.0162302645160716
fold_2024,2,0.7362052274927396,0.7218794494542002,0.7289719626168224,0.8555386583881313,52560,4.00875190258752,0.8008254205885925,0.9883572347582634,random_forest,Random Forest Classifier,Bagging,3.9307458143074574,0.0163359689665453
fold_2024,3,0.7142182333490789,0.717607973421927,0.7159090909090909,0.8528083075640347,52560,4.00875190258752,0.7865177094970215,0.9868207236551696,random_forest,Random Forest Classifier,Bagging,4.027777777777778,0.017101033285807
fold_2024,4,0.6954732510288066,0.7218794494542002,0.7084303679552865,0.8543395225587453,52560,4.00875190258752,0.7740160033757658,0.9863355371007866,random_forest,Random Forest Classifier,Bagging,4.160958904109589,0.0179534871585332
fold_2024,5,0.6790739900136178,0.7100142382534409,0.694199535962877,0.8480005982062598,52560,4.00875190258752,0.7563194742540301,0.9853184820420208,random_forest,Random Forest Classifier,Bagging,4.191400304414003,0.0188252003921699
fold_2024,6,0.659158521036974,0.7361177028951116,0.6955156950672646,0.8601108602478253,52560,4.00875190258752,0.7360846410435111,0.9844730472342976,random_forest,Random Forest Classifier,Bagging,4.476788432267885,0.0199794764400099
fold_2024,7,0.6401028277634961,0.7090650213573801,0.6728214366133753,0.8462079313672517,52560,4.00875190258752,0.7136907767026083,0.9825253963212892,random_forest,Random Forest Classifier,Bagging,4.440639269406392,0.0209447283669635
fold_2024,8,0.6137410976120653,0.6953013763644993,0.6519804183355585,0.8385134713665994,52560,4.00875190258752,0.6848933690026254,0.9810216590043518,random_forest,Random Forest Classifier,Bagging,4.5414764079147645,0.0221403768026305
fold_2024,9,0.5972278842233999,0.6953013763644993,0.6425438596491229,0.8378593972778436,52560,4.00875190258752,0.6666997291370523,0.9798493282563816,random_forest,Random Forest Classifier,Bagging,4.667047184170472,0.0230096481233667
fold_2024,10,0.5853061224489796,0.6805885144755577,0.6293614219881501,0.8302254803563248,52560,4.00875190258752,0.6491915482305646,0.9786754547699128,random_forest,Random Forest Classifier,Bagging,4.661339421613394,0.0236378691547156
fold_2024,11,0.5732251521298174,0.6706217370669197,0.6181102362204725,0.8248853239672299,52560,4.00875190258752,0.6290009480137224,0.9777912210296404,random_forest,Random Forest Classifier,Bagging,4.689878234398782,0.0243887615480553
fold_2024,12,0.5646286417726714,0.6530612244897959,0.6056338028169014,0.816015875757474,52560,4.00875190258752,0.6138224273799631,0.9770229842919776,random_forest,Random Forest Classifier,Bagging,4.636605783866058,0.0246954378062746
fold_2024,13,0.5560519902518278,0.6497389653535833,0.599255854672795,0.8140376193584558,52560,4.00875190258752,0.6101985510645745,0.975877453921952,random_forest,Random Forest Classifier,Bagging,4.684170471841704,0.0251109351970417
fold_2024,14,0.5631343889565571,0.65828191741813,0.6070021881838075,0.8184775690196511,52560,4.00875190258752,0.6123146248724662,0.9759993067459976,random_forest,Random Forest Classifier,Bagging,4.686073059360731,0.0250064504812644
fold_2024,15,0.5646067415730337,0.6677740863787376,0.6118721461187214,0.8231344615787609,52560,4.00875190258752,0.6206001140877457,0.9764433426323152,random_forest,Random Forest Classifier,Bagging,4.74124809741248,0.0248010922497884
fold_2024,16,0.5624755189972581,0.6815377313716184,0.6163090128755365,0.8296991572442893,52560,4.00875190258752,0.634107810202258,0.9768890435473784,random_forest,Random Forest Classifier,Bagging,4.857305936073059,0.0246614952918196
