model,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
lightgbm_classifier,0.5552876787816546,0.4703819814658625,0.5093205517376058,0.7199572212174594,2519424,7.4825436290199665,6.3384329116496465,0.053347543396992506,0.5323791396257558,0.9091759727898215
