fold,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
fold_2023,0.7170590862685043,0.32587120580538054,0.44810072322545597,0.6550176033258883,1257984,10.9652428011803,4.983211233211233,0.0731807728122226,0.5931870927257977,0.9100502422856495
fold_2024,0.45074429920415654,0.8645207212907308,0.5925464155034558,0.9102595413956396,1261440,4.0093860984271945,7.68994165398275,0.03356865159659866,0.6658520188994655,0.9786718533842949
