parameter_id,mean_pr_auc,mean_roc_auc,mean_f1,mean_recall,mean_precision,total_seconds
1,0.6424535854205807,0.9471581776824428,0.5337776944101829,0.6003215146290904,0.6119450143579127,26.189788599978783
2,0.6406104271487755,0.9421850622665345,0.5015145519377527,0.47852281120582335,0.6968299464531955,34.12169489997905
3,0.6389402195979964,0.942164652701368,0.48647756756218113,0.44117906294894865,0.7143658462030986,28.377936900011264
