fold,horizon,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,predicted_positive_rate_pct,brier_score,pr_auc,roc_auc
fold_2024,11,0.42839717004147354,0.8334124347413384,0.5659039639058975,0.8934865872198358,52560,4.00875190258752,7.7987062404870615,0.0357742185253925,0.5942649940741688,0.9745474957492615
fold_2024,12,0.43292978208232447,0.8485999050783104,0.5733525733525734,0.9010902326017878,52560,4.00875190258752,7.857686453576865,0.03617847587689457,0.5746911406693298,0.9740457764941985
fold_2024,13,0.4191246431969553,0.8362600854295207,0.5583901125019807,0.8939293014307931,52560,4.00875190258752,7.998477929984779,0.03696789951070222,0.5797987081610423,0.9733235302962939
fold_2024,14,0.4256336681013869,0.8448030374940674,0.5660677373191286,0.8985971860017063,52560,4.00875190258752,7.95662100456621,0.03658686008289702,0.609027358078971,0.9747855054939317
fold_2024,15,0.4200046849379246,0.8509729473184623,0.5624215809284818,0.9009487851174199,52560,4.00875190258752,8.122146118721462,0.03747070996995475,0.5953781368500646,0.9743311548956393
fold_2024,16,0.41609510745313216,0.8637873754152824,0.5616417219564882,0.9065830025154822,52560,4.00875190258752,8.321917808219178,0.03777986782310576,0.614901983339792,0.9753526265137052
fold_2024,17,0.4102160216021602,0.8648007590132827,0.5564713064713065,0.9064251951730173,52560,4.010654490106545,8.455098934550989,0.038798087385525246,0.5983549743203093,0.9744327879385911
fold_2024,18,0.4068527342863626,0.8505692599620494,0.5504221028396009,0.8993788185166625,52560,4.010654490106545,8.384703196347033,0.03872289796554259,0.6094520931212689,0.974011981027376
fold_2024,19,0.407222348398819,0.8505692599620494,0.5507602518814314,0.8994184601562407,52560,4.010654490106545,8.377092846270928,0.038885121936159464,0.5944437383028582,0.973080087507979
fold_2024,20,0.4042412193505633,0.8681214421252372,0.5516201959306707,0.9073323455770086,52560,4.010654490106545,8.613013698630137,0.039975313268308506,0.5811467616191381,0.9736740774217018
fold_2024,21,0.40091863517060367,0.8695445920303605,0.5488023952095809,0.9076276833139989,52560,4.010654490106545,8.698630136986301,0.04000779085048615,0.589464642585132,0.9742789415185773
fold_2024,22,0.4059361749609462,0.8629032258064516,0.5521323417817575,0.9050701017639251,52560,4.010654490106545,8.525494672754947,0.039143087673447506,0.5840468685243413,0.9737397691472505
fold_2024,23,0.3962628865979381,0.8752371916508539,0.5455351862803075,0.9097604336118378,52560,4.010654490106545,8.858447488584476,0.04087023049653083,0.5893007403389448,0.9731214592380892
fold_2024,24,0.39354424967935014,0.8733396584440227,0.542587680518715,0.9085539963511639,52560,4.010654490106545,8.900304414003044,0.041152766912959084,0.5866254025609386,0.9732880368677779
