fold,mae,rmse,mape,wape,bias,n_observations
fold_2023,572.5287421592158,992.6013293314875,5.735862998136394,6.3440966946189175,-185.47298661515563,1257984
fold_2024,512.0644011739672,854.8266088352783,5.368999660822078,5.58194918772863,-65.31619378173858,1261440
