fsa,timestamp,total_consumption_kwh,reported_premise_count
M5R,2026-01-01 00:00:00,10882.199999999999,9980
M5R,2026-01-01 01:00:00,10606.3,9980
M5R,2026-01-01 02:00:00,10396.0,9980
M5R,2026-01-01 03:00:00,10330.9,9980
M5R,2026-01-01 04:00:00,10259.8,9980
M5R,2026-01-01 05:00:00,10347.900000000001,9980
M5R,2026-01-01 06:00:00,10559.3,9980
M5R,2026-01-01 07:00:00,10694.6,9980
M5R,2026-01-01 08:00:00,11000.400000000001,9980
M5R,2026-01-01 09:00:00,11316.9,9980
M5R,2026-01-01 10:00:00,11553.5,9980
M5R,2026-01-01 11:00:00,11997.2,9980
M5R,2026-01-01 12:00:00,12404.6,9980
M5R,2026-01-01 13:00:00,12290.2,9980
M5R,2026-01-01 14:00:00,12357.099999999999,9980
M5R,2026-01-01 15:00:00,12710.3,9980
M5R,2026-01-01 16:00:00,13031.3,9980
M5R,2026-01-01 17:00:00,13857.9,9980
M5R,2026-01-01 18:00:00,13989.8,9980
M5R,2026-01-01 19:00:00,13811.699999999999,9980
M5R,2026-01-01 20:00:00,13365.6,9980
M5R,2026-01-01 21:00:00,13018.9,9980
M5R,2026-01-01 22:00:00,12827.900000000001,9980
M5R,2026-01-01 23:00:00,11580.199999999999,9980
M5R,2026-01-02 00:00:00,10849.300000000001,9980
M5R,2026-01-02 01:00:00,10128.9,9980
M5R,2026-01-02 02:00:00,10124.7,9980
M5R,2026-01-02 03:00:00,9957.0,9980
M5R,2026-01-02 04:00:00,9911.8,9980
M5R,2026-01-02 05:00:00,10050.699999999999,9980
M5R,2026-01-02 06:00:00,10331.6,9980
M5R,2026-01-02 07:00:00,10677.7,9980
M5R,2026-01-02 08:00:00,11218.4,9980
M5R,2026-01-02 09:00:00,11694.5,9980
M5R,2026-01-02 10:00:00,12002.7,9980
M5R,2026-01-02 11:00:00,12171.7,9980
M5R,2026-01-02 12:00:00,12264.9,9980
M5R,2026-01-02 13:00:00,12121.5,9980
M5R,2026-01-02 14:00:00,12015.599999999999,9980
M5R,2026-01-02 15:00:00,12051.300000000001,9980
M5R,2026-01-02 16:00:00,12583.8,9980
M5R,2026-01-02 17:00:00,13432.9,9980
M5R,2026-01-02 18:00:00,13701.6,9980
M5R,2026-01-02 19:00:00,13495.3,9980
M5R,2026-01-02 20:00:00,13105.8,9980
M5R,2026-01-02 21:00:00,12717.5,9980
M5R,2026-01-02 22:00:00,12063.2,9980
M5R,2026-01-02 23:00:00,11344.6,9980
M5R,2026-01-03 00:00:00,10763.800000000001,9980
M5R,2026-01-03 01:00:00,10287.1,9980
M5R,2026-01-03 02:00:00,9969.6,9980
M5R,2026-01-03 03:00:00,9804.800000000001,9980
M5R,2026-01-03 04:00:00,9784.300000000001,9980
M5R,2026-01-03 05:00:00,9919.3,9980
M5R,2026-01-03 06:00:00,10046.1,9980
M5R,2026-01-03 07:00:00,10472.0,9980
M5R,2026-01-03 08:00:00,11000.4,9980
M5R,2026-01-03 09:00:00,11664.699999999999,9980
M5R,2026-01-03 10:00:00,12114.900000000001,9980
M5R,2026-01-03 11:00:00,12458.2,9980
M5R,2026-01-03 12:00:00,12533.1,9980
M5R,2026-01-03 13:00:00,12607.9,9980
M5R,2026-01-03 14:00:00,12373.300000000001,9980
M5R,2026-01-03 15:00:00,12458.099999999999,9981
M5R,2026-01-03 16:00:00,12953.900000000001,9981
M5R,2026-01-03 17:00:00,13597.2,9981
M5R,2026-01-03 18:00:00,13813.0,9981
M5R,2026-01-03 19:00:00,13437.5,9981
M5R,2026-01-03 20:00:00,13126.7,9981
M5R,2026-01-03 21:00:00,12716.6,9981
M5R,2026-01-03 22:00:00,12135.1,9981
M5R,2026-01-03 23:00:00,11321.1,9981
M5R,2026-01-04 00:00:00,10660.9,9981
