fold,mae,rmse,mape,wape,bias,n_observations
fold_2023,603.7913732607093,980.3766465516261,6.509759449202073,6.690512760802927,-2.411334245904557,1257984
fold_2024,620.2832206050228,1007.9789244345488,6.669318677308943,6.761628833170155,0.7317063039066471,1261440
