specification_id,mean_mae,mean_rmse,mean_mape
2,3906.6383406086425,4579.173798985832,27.813571168250665
3,4004.636194515913,4775.848121940767,30.39354794956829
1,13729.891964925528,14398.847441465048,101.00843226399154
