fold,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc
fold_2023,0.9031464637089289,0.14108205682139466,0.2440419088463781,0.5696093677512405,1257984,10.9652428011803,0.6245287179111179,0.9005187847337135
fold_2024,0.7562456760704128,0.3890382790256248,0.5137739248505104,0.6919003483025692,1261440,4.0093860984271945,0.682029468010248,0.9800393980301982
