model,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc
hist_gradient_boosting_classifier,0.8227935920615566,0.20760461921206044,0.3315528860612581,0.6019942151603916,2519424,7.4825436290199665,0.5799093571394902,0.9087340989129151
