task,horizon,feature,feature_family,importance,importance_pct
xgb,18,target_month_sin,calendar_time,0.02335485816001892,2.3354856967926025
xgb,18,origin__reported_premise_count,context,0.016870593652129173,1.6870591640472412
xgb,18,target_weekday_cos,calendar_time,0.01457558199763298,1.457558035850525
xgb,18,target_hour_cos,calendar_time,0.014562545344233513,1.4562543630599976
xgb,18,target_month,calendar_time,0.014175932854413986,1.4175931215286255
xgb,18,target_weekday,calendar_time,0.013138447888195515,1.3138445615768433
xgb,18,origin_rolling_mean_168h,demand_history,0.012674381025135517,1.2674379348754883
xgb,18,origin_rolling_std_24h,demand_history,0.012139885686337948,1.2139884233474731
xgb,18,origin__Stn Press (kPa),weather,0.008452991023659706,0.8452990055084229
xgb,18,origin__Rel Hum (%),weather,0.008399128913879395,0.8399127721786499
xgb,18,target_lag_48h,demand_history,0.007852677255868912,0.7852676510810852
xgb,18,origin_rolling_mean_24h,demand_history,0.007347096689045429,0.7347095608711243
xgb,18,target_weekday_sin,calendar_time,0.007177518680691719,0.7177518010139465
xgb,18,target_lag_168h,demand_history,0.007001120131462812,0.7001119256019592
xgb,19,fsa,spatial,0.23730617761611938,23.730615615844727
xgb,19,target_hour,calendar_time,0.16751663386821747,16.75166130065918
xgb,19,target_hour_sin,calendar_time,0.13522230088710785,13.522228240966797
xgb,19,target_season,calendar_time,0.12735465168952942,12.735464096069336
xgb,19,target_lag_24h,demand_history,0.05220772325992584,5.220771789550781
xgb,19,target_month_cos,calendar_time,0.04685259237885475,4.685258865356445
xgb,19,origin__Temp (°C),weather,0.04037748649716377,4.037748336791992
xgb,19,target_is_weekend,calendar_time,0.02783253975212574,2.7832536697387695
xgb,19,target_month_sin,calendar_time,0.024490829557180405,2.449082612991333
xgb,19,origin__reported_premise_count,context,0.015462793409824371,1.5462791919708252
xgb,19,target_weekday_cos,calendar_time,0.015009256079792976,1.5009254217147827
xgb,19,target_month,calendar_time,0.014496251940727234,1.449625015258789
xgb,19,target_weekday,calendar_time,0.01346362940967083,1.3463627099990845
xgb,19,origin_rolling_mean_168h,demand_history,0.012990777380764484,1.2990775108337402
xgb,19,target_hour_cos,calendar_time,0.012483246624469757,1.2483245134353638
xgb,19,origin_rolling_std_24h,demand_history,0.011040857993066311,1.1040856838226318
xgb,19,origin__Stn Press (kPa),weather,0.008482849225401878,0.8482848405838013
xgb,19,origin__Rel Hum (%),weather,0.00814938172698021,0.8149380683898926
xgb,19,origin_rolling_mean_24h,demand_history,0.0076989843510091305,0.7698983550071716
xgb,19,target_lag_48h,demand_history,0.007693884894251823,0.7693883776664734
xgb,19,target_weekday_sin,calendar_time,0.007009267341345549,0.700926661491394
xgb,19,target_lag_168h,demand_history,0.006857928819954395,0.6857928037643433
xgb,20,fsa,spatial,0.2091517448425293,20.91517448425293
xgb,20,target_hour,calendar_time,0.17549876868724823,17.549877166748047
xgb,20,target_season,calendar_time,0.16576121747493744,16.576122283935547
xgb,20,target_hour_sin,calendar_time,0.11928965151309967,11.92896556854248
xgb,20,target_lag_24h,demand_history,0.047843143343925476,4.784314155578613
xgb,20,target_month_cos,calendar_time,0.04574483260512352,4.574483394622803
xgb,20,origin__Temp (°C),weather,0.04190799593925476,4.190799713134766
xgb,20,target_is_weekend,calendar_time,0.028397340327501297,2.8397340774536133
xgb,20,target_month_sin,calendar_time,0.024811509996652603,2.4811511039733887
xgb,20,origin__reported_premise_count,context,0.015000597573816776,1.500059723854065
xgb,20,target_hour_cos,calendar_time,0.014128372073173523,1.412837266921997
xgb,20,target_weekday_cos,calendar_time,0.014049578458070755,1.404957890510559
xgb,20,target_weekday,calendar_time,0.013629360124468803,1.362936019897461
xgb,20,target_month,calendar_time,0.013592942617833614,1.3592942953109741
xgb,20,origin_rolling_mean_168h,demand_history,0.013306163251399994,1.3306163549423218
xgb,20,origin_rolling_std_24h,demand_history,0.011039896868169308,1.1039897203445435
xgb,20,origin__Stn Press (kPa),weather,0.008443580009043217,0.8443580269813538
xgb,20,target_lag_48h,demand_history,0.008265738375484943,0.8265738487243652
xgb,20,origin__Rel Hum (%),weather,0.00821368396282196,0.821368396282196
xgb,20,origin_rolling_mean_24h,demand_history,0.007748365867882967,0.7748365998268127
xgb,20,target_lag_168h,demand_history,0.007193246390670538,0.7193246483802795
xgb,20,target_weekday_sin,calendar_time,0.00698226410895586,0.6982263922691345
xgb,21,fsa,spatial,0.21140605211257935,21.140605926513672
xgb,21,target_season,calendar_time,0.15968160331249237,15.968160629272461
xgb,21,target_hour,calendar_time,0.14722664654254913,14.722664833068848
xgb,21,target_hour_sin,calendar_time,0.1452391892671585,14.523919105529785
xgb,21,target_lag_24h,demand_history,0.05204989016056061,5.204988956451416
xgb,21,target_month_cos,calendar_time,0.04515468329191208,4.515468120574951
xgb,21,origin__Temp (°C),weather,0.04199119657278061,4.199119567871094
xgb,21,target_month_sin,calendar_time,0.026397332549095154,2.63973331451416
xgb,21,target_hour_cos,calendar_time,0.021259557455778122,2.125955820083618
xgb,21,target_is_weekend,calendar_time,0.0199202299118042,1.99202299118042
