fold,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc
fold_2023,0.8987041911318081,0.32178250121428725,0.4738884648029424,0.6586578542107553,1257984,10.9652428011803,0.744155330004096,0.9415525853617889
fold_2024,0.7001254705144291,0.2647896235368554,0.3842534144381958,0.6300262551014527,1261440,4.0093860984271945,0.5387863750038755,0.9545398965296128
