fold,horizon,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc
fold_2023,1,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7436782397545825,0.9414656726078978
fold_2023,2,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7437105247535533,0.941476756648771
fold_2023,3,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7437396633029238,0.9414871094637902
fold_2023,4,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7437642001339354,0.9414964400549123
fold_2023,5,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7437863025368845,0.9415050319586924
fold_2023,6,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7438078462967809,0.9415132433265688
fold_2023,7,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7438317782385684,0.9415221523436018
fold_2023,8,0.8983463035019456,0.3216089152011144,0.47365046800871907,0.6585654757480943,52416,10.956578144078144,0.7438582317786129,0.9415316060492808
fold_2023,9,0.8983957219251337,0.32178304022288,0.47384615384615386,0.6586525382589771,52416,10.956578144078144,0.7438892865181255,0.9415419663257885
fold_2023,10,0.8983957219251337,0.32178304022288,0.47384615384615386,0.6586525382589771,52416,10.956578144078144,0.743924110740037,0.9415530951355914
fold_2023,11,0.8983957219251337,0.32178304022288,0.47384615384615386,0.6586525382589771,52416,10.956578144078144,0.7439476590923959,0.9415599895507826
fold_2023,12,0.8983957219251337,0.32172701949860727,0.47378541212665043,0.6586244799241407,52416,10.958485958485959,0.7439973930858819,0.9415719891164844
fold_2023,13,0.8983957219251337,0.3216710182767624,0.47372468597795436,0.6585964313384627,52416,10.960393772893774,0.7440482152116076,0.9415778904081248
fold_2023,14,0.8984450923226434,0.32178907065784895,0.47385955920041006,0.6586554095521943,52416,10.962301587301587,0.7441073829388273,0.9415823798871906
fold_2023,15,0.8984450923226434,0.3217330781277188,0.4737988468930173,0.6586273653082615,52416,10.964209401709402,0.7441890834037936,0.9415900181152417
fold_2023,16,0.8984944147644488,0.32185107863604734,0.47393364928909953,0.6586863175815019,52416,10.966117216117215,0.7442907388411419,0.9415991484645324
