model,precision,recall,f1,balanced_accuracy,n_observations,positive_rate_pct,pr_auc,roc_auc
logistic_regression_peak_baseline,0.8432674625645815,0.3064922526880865,0.44958079638959675,0.6509425166333169,2519424,7.4825436290199665,0.6752760326660672,0.9436348227978447
